id	GSM2690788_con	GSM2690789_con	GSM2690790_con	GSM2690785_treat	GSM2690786_treat	GSM2690787_treat
ABCB8	5.74738414322485	5.5736259233113	5.06498912464679	5.23395557255408	5.2811847336681	5.51787919845422
ABCB9	5.93270843250071	5.78261656628637	6.45391381303469	5.8044569455188	6.01206154640973	6.4268132928302
ABCC1	6.83987436920105	7.1722993823522	7.04042184054529	8.50085349614379	8.21347119635553	7.95541966044986
ABCC10	8.57824833635687	8.35756479144774	8.47435021997171	8.55689820235906	7.99423604342647	9.47598198626464
ABCC11	5.57569599852102	4.91091349568893	5.05113922187955	4.74438058074206	4.82926298607851	5.4949517807143
ABCC12	6.7627227078788	5.04775754287262	6.56161843463306	5.69525382233836	5.69525382233836	6.06509247459864
ABCC13	5.85923114566184	4.51743569675034	5.41859567571075	4.70456546378094	4.01661933823577	5.43508230749663
ABCC2	8.70826137179271	6.73413068576862	8.39781829886705	8.06105960138177	9.6717835426883	8.14510185029861
ABCC3	6.81145136626045	6.11319165975597	6.40297860091968	13.5657751414899	7.04976438403434	7.53906111143406
ABCC4	6.96065888070647	8.89589609027489	6.61718139373857	8.72654559997129	8.17543017150802	6.45334196060305
ABCC5	9.23293796574112	9.40055444434385	8.75645441067565	8.77926599580087	8.70682501076933	9.27784735172118
ABCC6	11.0417504989278	8.85790509762532	10.755405652409	11.2800068302421	11.4298280750029	11.7546760412962
ABCC6|ABCC6P2	10.5701578645935	9.11951328751206	9.45315000091877	9.92808202095908	10.0903603407201	9.38678760357633
ABCC8	7.26371337780798	5.22336574715967	6.78491486784363	5.42565030495161	5.19108458115451	5.4949517807143
ABCC9	8.85785029168723	10.376031698141	8.30425018354723	7.85961606636382	8.5038201516903	8.4936931387165
ABCD1	8.982833719134	7.46173221905747	8.66638084472152	7.07322686130509	7.67632903579089	7.28840282836107
ABCD2	4.88033554946928	4.35989257351807	4.88033553738967	4.88033553738967	4.71029182136	4.88033553738967
ABCD3	8.0221147083292	9.37414749129309	7.4658332304815	7.94515627581558	7.73378497023414	7.22719405580665
ABCD4	5.19721378687276	5.14379267949691	4.77221456986197	4.35989257258074	4.71029182136	4.59404052960436
ABCE1	4.15711974000645	6.17419176748228	4.92963534182886	5.42565030495161	5.88208107999836	4.82926298607851
ABCF1	12.1622751400395	11.5941310536078	11.860693680483	12.0061539044137	11.4364084293766	11.7441950976532
ABCF2	5.46108060572676	6.62226841878867	4.88779553636414	5.49275664690157	6.00611641669544	4.68140809203783
ABCF3	11.1414698898651	10.618550101348	10.6509992622557	10.7049275381036	11.022133193501	10.7035449453023
ABCG1	7.14770666769571	9.45115148633605	7.0823663979466	10.1483432886592	10.2202997082432	9.81944938307541
ABCG2	8.3688420149193	8.07167514816316	8.41682179589043	8.30050177944258	8.52389957582705	7.71197991507586
ABCG4	8.73219393964588	7.49335712681093	8.51203143289558	7.97455397280547	7.69032736825515	8.08630741016534
ABCG5	5.31717276742018	5.89874804841493	6.36503418766685	4.74438058074206	4.71029182136	4.65877850772948
ABCG8	2.18831168984755	2.06817310904704	2.16343646357876	2.28536036208505	2.47963090033395	2.56031634121086
ABHD1	4.69586152046091	3.75497271158221	5.00995877460313	3.82165012889624	4.17793060062578	4.65877850772948
ABHD10	8.06149108798602	8.18213380399598	7.59568621278265	7.50938386099827	8.34419703936009	7.67348733556775
ABHD11	11.9054635791527	11.4243229174615	12.4435222512003	11.5460028414339	11.2468579659093	12.1895822546612
ABHD12	5.79015718797881	6.45471624525023	4.35989257351807	5.72762101915586	5.57587368218051	4.35989257351807
ABHD12B	2.67851155203307	2.38382718459003	2.6212219996983	2.64193992408264	2.47963090033395	2.56031634121086
ABHD13	0.858005546062754	2.64193992408264	2.38382718459003	2.92216357656464	2.47963090033395	2.80310138123482
ABHD14A	10.4002466621404	9.12460544473292	8.96521599386831	8.70584705461228	8.93126874912111	8.87670032566044
ABHD14B	3.71312695984888	2.98156330246839	3.64146969954344	3.13166988603893	3.10363800651355	3.38313509708423
ABHD15	6.1586044496386	6.79449034697766	5.14379266510593	7.05072717760424	6.65289976904123	6.62080820742082
ABHD16A	10.7686465169336	10.5932992674954	10.5033321325368	10.3276468043311	10.3415385228702	10.4629510486482
ABHD16B	6.06509247712343	5.10814039078445	5.9038012926114	5.19721378687276	4.9807692796544	5.4949517807143
ABHD2	7.71770125436461	9.01945963334622	7.33686372659625	8.48550109550828	8.41325967920643	8.33577609213104
ABHD3	6.96855615929034	8.18722015647132	5.8065005186499	7.80551162652045	7.1827372759586	7.17805760521848
ABHD4	9.11148725571072	7.78955765978296	8.94566509620817	7.08236927078299	7.49476480878718	7.34856158673994
ABHD5	6.82323567616852	7.64051446804152	6.51459606990786	6.83921503550675	6.48398708348218	6.61718137944235
ABHD6	7.21876337750879	8.44605585764879	6.89523299019582	8.35102203920098	8.46153108955141	8.57681349636438
ABHD8	8.7495641166142	8.30050178399521	8.36003345552785	8.47238418296471	8.22862517685012	8.75819229981598
ABI1	10.5898968592795	10.9069294460423	10.7374538081046	10.8754479504488	10.5955500827178	11.189926865707
ABI2	6.71468802848904	7.55866414628943	7.47517105637358	7.0798852525675	7.20639089469553	6.73168566323638
ABI3	8.77545478726715	7.99423604342647	8.49513997191475	8.88698986590462	8.67847639548203	9.42323180867073
ABI3BP	9.94842994049958	9.85568763611309	10.8516815929345	10.9125522496986	10.7276904140801	10.8537319687286
ABL1	10.1110083608154	9.62962138388538	10.0091591061738	10.2720501274114	10.1459309111234	9.82105351934274
ABL2	8.56557007510146	8.69860563279536	9.10744771678783	9.85930690434633	9.49822154058514	10.885860922658
ABLIM1	11.726291118226	11.0830156133081	11.9855692505611	10.9564681366981	10.9674538703947	11.1433952899433
ABLIM2	5.83821322461952	4.33708144681546	5.00995877460313	4.78733624490601	4.62787489639403	4.98665289729016
ABLIM3	3.82165012889624	3.51815316701478	3.71312695984888	6.67759071252922	7.74321157322196	6.62080820742082
ABO	4.79143454555488	5.00460399788583	5.47283202718505	4.9877435688475	5.25784508281192	4.88033553738967
ABP1	9.53040565789622	9.70852958227293	8.76812760415374	10.2688073165173	11.2682251172954	7.12219994562016
ABR	4.69586152046091	5.22336574715967	4.97311397485696	6.1692839241718	5.55049551616765	5.19721379163614
ABRA	6.28631329263505	5.70608084463855	6.67139597619985	5.2811847094467	5.89478236422286	4.80885044272715
ABRACL	6.60335152356152	6.91285640778534	6.34159544951738	7.43192870483634	6.69241558288423	6.46740176637118
ABT1	3.82165012889624	3.26565875818717	3.51815316701478	3.13166988603893	3.25030858599155	2.80310138123482
ABTB1	8.36388866794389	7.39210176039132	8.37893268664352	6.88279689373134	7.48274602925732	7.14693185056795
ABTB2	8.8956174820814	9.14032242649961	8.81201924651214	7.60373356219758	8.4299510066013	7.89996347232151
