geneNames	GSM2674259	GSM2674260	GSM2674261	GSM2674262	GSM2674263	GSM2674264	GSM2674265	GSM2674266
hsa_circ_0003956	11.90789934	13.96812662	13.62347412	14.22030262	13.42997855	11.0117066	11.95551311	10.8279368
hsa_circ_0003963	5.55837135	8.93700118	7.969017418	7.96577498	6.921821752	6.187320152	6.729598824	5.481747375
hsa_circ_0003976	7.572924808	6.299178479	6.025103842	7.0265056	6.299178479	5.623834316	5.705587812	6.675052156
hsa_circ_0003977	6.526474005	6.73044823	7.260904367	6.354771921	7.190426092	7.250875263	5.689952911	6.048451728
hsa_circ_0003982	5.63294832	5.731275243	6.101285272	5.912850726	5.997143062	6.124087961	6.352014948	6.542039579
hsa_circ_0003986	9.430253148	7.948175274	8.120229517	10.01811098	8.183006997	7.344281593	7.304051343	8.243166306
hsa_circ_0003988	8.698047883	8.225500948	7.175533459	8.908669236	6.082114706	4.968592501	5.90835389	5.702128003
hsa_circ_0003991	7.591042709	6.931457176	8.947449595	6.696075736	8.802309195	8.053577788	7.95709268	8.441381338
hsa_circ_0003997	5.057921891	6.67681587	11.4417438	5.63294832	13.81691473	14.25989942	11.76634706	14.13875164
hsa_circ_0003998	6.292291952	8.266486202	8.20058423	7.063377689	8.273642407	7.660875776	7.917362457	7.207303685
hsa_circ_0003999	5.342017318	5.262034226	4.965709844	4.826466503	5.383648573	5.342017318	5.493803826	4.994280455
hsa_circ_0004002	7.607780716	7.015397072	6.63206296	7.577652675	6.429379751	6.272016423	6.2329895	7.175533459
hsa_circ_0004014	5.432488036	5.55837135	5.870324955	5.444961445	5.773096669	5.764828809	5.882603621	4.703814315
hsa_circ_0004034	5.703858945	6.818561568	6.665757117	5.387961733	6.333685585	6.072767976	5.727876563	5.741423505
hsa_circ_0004036	8.648127047	8.963433338	9.499593568	9.969743931	9.602811841	10.3642013	10.09209428	10.31249119
hsa_circ_0004041	6.169892692	5.912850726	5.968629647	5.923289154	6.36081878	6.525495558	6.826527992	6.899337436
hsa_circ_0004045	8.280183309	7.633437659	7.80008055	8.502203832	7.672413939	8.012266335	8.233911482	6.701284108
hsa_circ_0004046	12.82920212	9.949277226	10.67749801	11.15752356	10.8029189	11.59944723	11.89479347	11.5137268
hsa_circ_0004052	5.216683303	5.70645147	5.968629647	5.457327934	5.882603621	6.702150344	6.187320152	6.384755912
hsa_circ_0004062	5.23115925	7.140813287	7.364394164	6.211856912	6.944693177	6.205761734	6.461964563	5.917333589
hsa_circ_0004065	5.588666298	5.782955961	5.968629647	5.997143062	5.850146512	5.962858711	5.103220135	5.949789077
hsa_circ_0004067	5.588666298	5.387961733	5.741423505	5.571703734	5.75150088	5.58303424	5.808922681	6.878797518
hsa_circ_0004070	7.800282822	7.507781859	7.445001496	8.130240482	6.539133798	6.254998112	6.666201098	7.42625123
hsa_circ_0004074	5.511701667	5.550697158	5.434574441	5.481747375	5.58303424	6.051173861	6.157314343	6.144625363
hsa_circ_0004076	5.997143062	9.657985397	9.946903918	7.804120613	10.16278265	9.796138416	9.337478936	10.1091756
hsa_circ_0004077	6.23598333	7.191043295	10.86481362	6.144625363	12.8331492	13.42259843	10.83308646	13.38837871
hsa_circ_0004079	8.680353853	10.06516149	9.668660565	8.928883666	9.04259547	7.038215436	7.87458728	8.804125817
hsa_circ_0004080	5.609131081	5.511701667	5.987227342	5.58303424	6.101941804	5.55837135	5.46958932	5.66351221
hsa_circ_0004083	9.061282448	9.983614837	10.01131237	9.153706268	9.654633142	8.884547212	9.668660565	8.462751272
hsa_circ_0004087	7.25589853	8.934607574	8.754464609	7.699127431	8.744407987	8.776119249	9.144176128	10.66569534
hsa_circ_0004090	9.160497682	10.16827835	9.485826064	9.008599179	9.728289822	9.922767813	9.486831779	9.59478811
hsa_circ_0004092	5.264382079	7.999286296	9.065580087	6.412542539	8.973513377	9.328531072	7.063040567	5.66351221
hsa_circ_0004097	8.144968606	6.35311837	6.490323632	8.821170913	6.186082291	6.82930588	6.329206811	7.364667741
hsa_circ_0004098	6.23598333	8.133936633	6.925906134	7.096039236	6.966126308	6.537193353	6.329206811	7.076464366
hsa_circ_0004100	7.724289673	7.317963244	8.133294504	7.465043002	8.629123029	9.882401771	9.795428302	10.01078807
hsa_circ_0004103	7.197815153	10.13330072	9.784734436	8.648913475	9.507543708	9.153706268	8.923879757	8.41256302
hsa_circ_0004116	8.373945643	7.029269418	6.196570409	6.850947999	6.292291952	6.866486277	6.685602241	5.815341986
hsa_circ_0004117	8.314575938	10.78953233	11.25572843	9.479271771	11.04754888	10.4782308	10.49372877	10.30392157
hsa_circ_0004119	8.255316077	8.867852885	9.110397535	7.941405007	10.00369132	9.187348083	9.247404531	9.599851745
hsa_circ_0004121	7.646997033	8.596183745	11.22697561	8.702816429	12.70999886	13.8347116	14.07126843	13.06637277
hsa_circ_0004128	5.121466694	6.559352425	5.809726658	5.491801402	5.509723948	5.257327025	5.121466694	6.384755912
hsa_circ_0004129	5.658165418	5.651005397	5.824917704	5.882603621	5.917333589	5.962858711	6.018164287	6.384755912
hsa_circ_0004130	5.784592646	6.363011369	6.605455629	6.221555949	6.383676433	5.882603621	5.987227342	5.103220135
hsa_circ_0004131	8.913445617	10.04208463	8.989656014	8.908669236	8.741461551	7.79987825	7.769827185	7.892912437
hsa_circ_0004134	10.15069724	7.547605121	7.845087844	8.874784327	7.807344537	8.58976213	8.550019051	8.306196779
hsa_circ_0004135	8.377474693	7.874779372	11.08596924	7.969017418	13.01802599	11.92032899	10.93511781	12.90934201
hsa_circ_0004138	5.744790457	6.122794614	5.997143062	5.426210655	5.917333589	5.939541312	5.958515308	7.124104636
hsa_circ_0004142	8.304343963	7.74818203	7.803918878	8.565452997	7.665768573	7.764446265	7.930358211	7.854079126
hsa_circ_0004145	10.62365143	10.13706912	9.175857362	9.97960152	9.796138416	9.714940313	9.535879719	9.251330648
hsa_circ_0004150	7.094390611	8.559131888	9.430841165	7.0265056	9.754362906	10.25657538	8.764036867	8.462751272
hsa_circ_0004163	13.03497059	13.15446188	7.418629653	7.936996434	6.54927853	6.4167703	6.788697293	7.175533459
hsa_circ_0004165	7.530637599	6.484293441	5.951247119	7.523549313	5.738893124	6.072767976	5.46958932	5.702128003
hsa_circ_0004169	8.359193401	10.06069375	9.794819354	8.819774784	10.08085701	9.127425995	9.23481357	9.11015281
hsa_circ_0004182	11.28691775	12.75681657	13.52291843	12.65473355	12.61230662	11.50432165	11.72932796	10.81533197
hsa_circ_0004183	8.994260472	7.364667741	9.493977278	7.101302213	10.10807307	11.66960411	10.34505688	11.03803907
hsa_circ_0004187	8.578602476	6.584938269	6.45530071	7.75362384	6.583998693	6.628422028	6.701284108	6.754030816
hsa_circ_0004189	5.951247119	9.318680379	8.855155453	7.692604257	9.363857446	8.830906171	8.605242028	8.032381284
hsa_circ_0004191	4.927701534	7.364667741	5.850927848	5.845449594	5.488792544	5.743949456	5.46958932	5.328617042
hsa_circ_0004192	6.179877004	7.220967258	6.808139014	7.335934167	6.879563494	6.611923159	6.439804088	7.494342702
hsa_circ_0004196	6.870344837	6.187938685	6.35311837	6.30603229	7.036842731	6.794394909	8.104917854	7.397660838
hsa_circ_0004203	6.091401271	8.036851589	7.964331554	6.349252697	8.262821356	9.313729695	7.40751963	8.758634266
hsa_circ_0004204	7.022349919	8.278877499	6.950172538	8.000695187	7.930358211	7.623869697	7.029269418	8.25369216
hsa_circ_0004208	5.824917704	5.586791387	5.434574441	5.387961733	5.383648573	5.074072408	5.387961733	5.240729811
hsa_circ_0004210	7.437218479	10.15069724	9.382350348	8.083803133	9.78687956	9.966953674	9.289510905	8.243166306
hsa_circ_0004215	6.8411509	9.64035501	10.04686601	8.408720936	10.57966798	10.10193253	10.13430391	9.361254903
hsa_circ_0004225	7.901234302	10.20254278	11.87291469	9.528695134	12.87714001	13.61132726	10.79222977	13.37571803
hsa_circ_0004226	5.824917704	7.583540803	7.936996434	6.317948665	6.292291952	6.574569121	6.20942193	7.076464366
hsa_circ_0004229	6.433558529	6.02925161	5.189760825	6.292291952	5.383648573	4.854787993	4.643763141	5.592408825
hsa_circ_0004234	6.205761734	5.571703734	5.527426572	5.571703734	5.334215624	5.715917733	6.505785956	5.949789077
hsa_circ_0004237	8.972616232	9.424425379	9.456928581	8.8666944	9.98201085	9.749761996	10.74787692	9.818629528
hsa_circ_0004239	12.97061119	10.75284967	11.4850423	12.21958402	11.59312772	11.93481903	12.18851108	12.08287616
hsa_circ_0004254	6.481773404	6.337593138	6.401918615	6.516659543	6.613765712	6.866486277	7.253241332	6.943228493
hsa_circ_0004262	7.830108803	7.500331122	8.209597811	7.712945734	8.613092853	9.178505231	8.727064068	9.983614837
hsa_circ_0004270	8.094069172	9.326987553	9.1192612	8.143374987	9.180682186	8.543267303	8.388817598	7.703676167
hsa_circ_0004275	5.609131081	6.319078441	5.824917704	6.3264005	6.040254374	5.599864878	5.668839259	5.847016933
hsa_circ_0004286	10.17406541	9.201277646	8.324454599	9.56474186	9.3670699	7.92702761	8.300631176	10.3727953
hsa_circ_0004289	5.744790457	6.075444655	5.607282596	6.321335343	5.06062623	5.370631183	5.744790457	5.449095397
hsa_circ_0004297	6.161729251	6.294591115	5.824917704	5.505760357	5.204508059	5.049778322	4.968592501	5.287652827
hsa_circ_0004299	6.566980835	6.899337436	8.166468854	6.483285954	7.693040054	8.212488543	7.197815153	7.583540803
hsa_circ_0004300	8.670650541	7.085123329	7.536720362	7.343726598	8.860791007	9.953466616	8.576714432	9.216438829
hsa_circ_0004302	7.184239501	7.691732268	7.317963244	8.383832305	7.961078555	6.611923159	6.709061578	5.815341986
hsa_circ_0004310	8.13858354	7.209437648	8.149103796	7.850958075	8.213703962	9.464542458	10.77997446	9.887027717
hsa_circ_0004317	8.644751781	7.105891621	5.912850726	8.308616108	5.882603621	5.312824433	5.727876563	5.370631183
hsa_circ_0004321	5.202060631	6.513702138	7.194740976	5.505760357	6.831682677	7.190426092	6.545904873	7.02165614
hsa_circ_0004324	6.195955567	8.523555635	8.463773197	7.338722012	8.033414123	7.847047243	7.467592408	6.648334392
hsa_circ_0004334	8.978616481	10.39090612	9.806698053	10.15347082	9.402342491	9.29755745	8.993906804	8.262674568
hsa_circ_0004350	10.87531616	8.968392159	8.383562338	10.74341305	8.047796763	6.90687121	7.184859355	6.322462471
hsa_circ_0004353	4.696877838	5.07674667	4.854787993	4.971469409	4.682904023	5.169860383	5.038848228	5.370631183
hsa_circ_0004364	9.532961492	10.7084898	10.16207454	9.742833002	9.459428314	9.473956095	9.425999232	9.091431122
hsa_circ_0004383	10.5164987	12.27719611	11.24347058	11.59831351	10.6881396	10.54960265	10.33678368	10.57636472
hsa_circ_0004384	7.0195728	9.40580284	8.67042925	8.269411391	8.482801454	8.116660475	8.130562262	7.094720486
hsa_circ_0004386	7.419419962	6.262064536	5.75150088	6.754030816	5.312824433	5.169860383	4.668793533	5.882603621
hsa_circ_0004389	9.809665067	7.930358211	8.064060388	9.20960174	6.999277204	6.510738657	6.659080946	5.592408825
hsa_circ_0004390	5.463471653	6.39657717	6.307171433	5.571703734	7.477998123	7.009810567	7.676827238	7.302052932
hsa_circ_0004395	5.537168306	5.46653373	5.36626582	6.472664646	5.29226227	5.623834316	5.347564238	5.882603621
hsa_circ_0004397	8.348997584	7.460442688	6.940294656	7.978343734	6.519119425	5.912102226	6.545904873	7.110466476
hsa_circ_0004407	8.744092585	11.47889517	11.12706632	10.20418705	10.80941516	10.50180449	9.732005654	10.2840631
hsa_circ_0004409	8.449141989	6.89593436	6.547833643	7.030304487	6.213072863	5.962858711	6.075444655	6.431470653
hsa_circ_0004416	6.931457176	9.547252944	9.459940545	8.480152559	9.806849065	8.478889469	9.830710702	7.834263322
hsa_circ_0004417	9.24703359	11.25480624	10.22817792	10.14306222	11.14583164	8.733327688	10.46486314	10.92847092
hsa_circ_0004419	6.502806153	7.146552258	7.776422422	6.412542539	7.246725282	7.764446265	7.385578902	6.595233422
hsa_circ_0004428	7.146552258	6.921821752	6.642028401	6.912870031	6.237179124	6.072767976	5.945406088	5.882603621
hsa_circ_0004429	7.292306792	10.16415854	10.29382899	8.290875395	10.50701872	10.80639728	10.44901798	7.284230826
hsa_circ_0004437	8.829321222	9.421732735	8.73449248	9.618726657	8.780534478	7.764446265	8.485948573	8.470652317
hsa_circ_0004440	5.103220135	5.769795209	5.741423505	5.199609045	5.850146512	5.743949456	5.705587812	5.287652827
hsa_circ_0004455	7.98298438	9.805741273	8.155758782	9.301778276	9.141304766	8.094728996	8.697939324	9.628385639
hsa_circ_0004466	13.44658235	11.58069945	11.52799539	12.01911232	11.48268112	11.67366723	11.97401062	11.33455173
hsa_circ_0004471	6.418879544	5.271402801	5.46958932	5.763169536	5.06062623	5.074072408	5.038848228	5.781317418
hsa_circ_0004477	5.252604415	5.370631183	5.310554167	5.226350055	5.509723948	5.939541312	5.449095397	5.702128003
hsa_circ_0004484	5.103220135	5.948329559	5.897806441	5.235952467	6.713364347	6.671518246	6.075444655	6.352014948
hsa_circ_0004491	10.1160169	12.68928789	12.14529482	11.19571724	12.43524661	11.72435328	11.38865553	9.770867669
hsa_circ_0004496	10.49116253	8.3314696	8.695440199	8.81217213	8.780534478	9.113168197	10.33441116	9.2283639
hsa_circ_0004498	7.764238905	6.547833643	6.788697293	7.276109397	7.174285439	7.272323137	7.773540715	8.097694472
hsa_circ_0004504	9.014015971	8.694134588	7.659984391	9.916436915	8.554342834	7.878615845	8.624675348	8.355068642
hsa_circ_0004506	9.294401658	10.1753916	10.00369132	9.417453583	9.863119034	9.753631924	9.215832398	8.172106868
hsa_circ_0004509	7.740613168	9.54139604	8.273642407	8.212336543	8.831401111	7.813770852	8.971179637	8.41256302
hsa_circ_0004512	5.103220135	5.136925001	5.271402801	5.199609045	5.402957045	5.400824377	5.554539357	5.66351221
hsa_circ_0004516	6.323025705	10.25657538	9.271021485	8.910263121	9.0711228	7.68780178	7.866882563	9.160812786
hsa_circ_0004520	6.02925161	6.999277204	7.373938631	6.951265917	7.246725282	6.999277204	7.423890219	6.818561568
hsa_circ_0004528	7.75362384	6.833660354	7.706053127	7.298047786	7.934234219	8.821768841	9.398406249	8.908293948
hsa_circ_0004531	5.449095397	7.697173574	7.519623576	6.276094389	7.525508184	7.941405007	6.701284108	5.702128003
hsa_circ_0004541	12.77010861	8.718099189	8.539031358	11.35779164	9.218256593	9.582080127	9.903502882	9.991253814
hsa_circ_0004542	9.624906715	12.8630244	12.18309206	11.56896475	12.41410669	11.58440395	10.92337272	9.655751426
hsa_circ_0004546	6.857183407	6.39657717	6.958534012	6.45530071	7.1085076	7.984053182	8.063386385	8.447851443
hsa_circ_0004555	5.768968662	5.63113012	6.701284108	6.254998112	7.455827659	8.581900619	8.201197103	7.94067118
hsa_circ_0004559	11.1774964	8.133936633	9.186497184	9.78381412	9.198748006	8.816378548	9.07380253	8.218252688
hsa_circ_0004561	6.771468177	9.385454523	9.147995742	8.494349153	9.850184317	10.44355707	9.481417799	9.506552333
hsa_circ_0004564	8.152910403	7.672855877	7.226396659	8.957822883	7.503812921	7.262666994	7.197815153	6.431470653
hsa_circ_0004566	7.976196852	9.035911534	9.212340465	8.412033685	8.451204465	8.537454834	7.848612848	7.507781859
hsa_circ_0004577	8.278151538	10.26157887	9.650880563	8.978527108	9.561046147	8.937461034	9.20884006	9.149584268
hsa_circ_0004580	6.323025705	9.394459238	9.430841165	7.401399119	8.902935464	8.344011281	8.634124518	8.669765176
hsa_circ_0004581	7.901234302	6.879180557	7.175533459	7.142090588	7.124104636	7.455827659	7.883778954	7.716808404
hsa_circ_0004585	5.022296235	5.808118256	4.854787993	4.873364751	5.019519013	4.906813053	4.797577884	4.703814315
hsa_circ_0004594	5.693442006	5.962858711	5.968629647	6.005588343	5.609131081	5.400824377	5.588666298	6.144625363
hsa_circ_0004601	5.121466694	6.433558529	6.462475894	5.75150088	5.609131081	6.376097383	6.101941804	5.592408825
hsa_circ_0004602	5.778034738	6.559352425	7.29058003	5.805702285	6.605455629	7.145278902	6.429379751	7.42625123
hsa_circ_0004605	6.270265189	9.814880246	9.986817472	7.738925792	9.351901881	8.849204557	8.374760806	6.998572238
hsa_circ_0004607	11.70311882	10.90091275	9.510266481	12.76174566	9.575063415	9.250664701	9.897937531	9.443846737
hsa_circ_0004611	9.569259211	7.504557929	9.458146941	8.622732317	9.1689814	10.62798831	12.34363639	9.230767147
hsa_circ_0004621	7.084791252	7.632529154	7.074793206	7.080134118	6.802091573	7.020267581	6.701284108	7.266771435
hsa_circ_0004642	6.670633415	6.991503565	6.307171433	6.392289729	6.36081878	5.912102226	5.535225215	6.797640616
hsa_circ_0004643	9.126942247	7.986899455	7.556493698	8.689992339	8.143374987	7.850372126	8.466834634	8.107862482
hsa_circ_0004646	10.40693402	9.589414056	12.55430366	10.50102695	11.95228565	13.29832193	14.4411042	11.39112522
hsa_circ_0004648	9.95114574	8.781559341	8.758738353	9.48097623	8.219463263	7.495592341	8.028760513	8.077140902
hsa_circ_0004649	12.16611353	10.59892333	9.718101951	12.27448689	10.3655005	9.395262895	9.435406463	11.35779164
hsa_circ_0004650	5.372808921	7.574581324	9.073969848	6.490825012	9.944252152	10.21511389	8.307478106	7.533803836
hsa_circ_0004655	8.077140902	7.870354778	7.821564418	8.121201362	6.702150344	6.559352425	6.758618154	6.774765815
hsa_circ_0004658	5.75317362	6.682094111	6.950172538	6.412542539	6.040254374	6.072767976	5.303721855	5.66351221
hsa_circ_0004662	11.06457329	10.89107045	14.19987348	11.81583292	9.397270082	7.807344537	7.289427706	6.595233422
hsa_circ_0004665	8.973782412	9.498534387	9.655360125	9.385858923	9.5889458	9.007898755	9.113168197	8.676392201
hsa_circ_0004666	6.459405184	10.67664439	10.80180808	7.790337989	10.4304182	10.5414581	10.14154632	9.827191261
hsa_circ_0004669	9.031696758	8.393517613	8.282212223	9.049163481	8.033414123	7.428870052	7.300337802	7.865336669
hsa_circ_0004672	9.709619574	10.8023636	9.326776945	11.25911703	8.996468934	8.116660475	8.203951814	8.218252688
hsa_circ_0004674	9.832986329	12.43002736	11.90578594	9.818779297	11.49794457	10.42904538	10.93401212	12.57763497
hsa_circ_0004675	4.854787993	4.921764194	4.672334115	4.744747076	4.797577884	4.876437754	4.894739569	4.894739569
hsa_circ_0004682	7.08877115	8.595251467	8.950186647	7.139534854	8.990099389	9.077896245	8.565333986	8.192130718
hsa_circ_0004693	5.598004474	8.870841339	9.171798255	7.417047736	8.813776022	7.198429203	7.757795924	8.291163273
hsa_circ_0004695	5.353089914	5.262034226	5.271402801	5.29226227	5.29226227	6.011191189	6.018164287	5.287652827
hsa_circ_0004700	6.8411509	6.205761734	6.547833643	6.254998112	6.393362785	6.220347129	6.304892247	4.810488738
hsa_circ_0004702	6.883387283	6.815362641	7.022349919	6.437725237	6.759866718	6.494829791	6.620196179	6.648334392
hsa_circ_0004706	9.039600098	9.022016495	8.519875585	7.960716657	8.074801834	7.608473937	7.936444414	6.542039579
hsa_circ_0004721	12.20564005	9.335037762	9.875074893	11.74740561	10.20338427	10.8103695	11.06545712	11.109748
hsa_circ_0004727	6.161729251	6.818561568	7.437738655	6.354771921	6.813760514	6.702150344	6.27841949	7.094720486
hsa_circ_0004729	5.432488036	6.299178479	5.103220135	5.152219429	5.383648573	5.695183394	5.415687273	5.328617042
hsa_circ_0004731	10.2525157	5.571703734	5.672379729	6.412542539	5.58303424	5.791120879	5.038848228	6.144625363
hsa_circ_0004738	9.011397482	9.450950141	10.13978908	9.127184141	10.21840992	10.31847038	10.32621699	11.237209
hsa_circ_0004745	8.515200672	8.314859126	9.935531037	8.766730599	9.573880778	11.27772234	12.87293904	8.908293948
hsa_circ_0004751	7.541568174	9.185181171	8.445008171	7.738925792	7.856998991	8.088117144	7.557451353	7.583540803
hsa_circ_0004752	5.387961733	7.504557929	7.671529657	5.972942751	7.477998123	6.689101861	6.685602241	6.384755912
hsa_circ_0004762	5.951247119	5.63113012	5.698659877	5.831266387	5.850146512	5.743949456	5.705587812	6.205761734
hsa_circ_0004764	7.556972605	7.716808404	8.248512956	8.913632604	8.381535976	8.254135228	8.028760513	8.855447488
hsa_circ_0004766	5.668839259	6.262064536	6.363558996	6.056602767	6.19718499	5.647412017	6.870344837	4.994280455
hsa_circ_0004767	6.816962991	9.761340776	9.542847386	7.715092939	9.265611267	8.821768841	8.55578122	7.757795924
hsa_circ_0004773	9.729830399	10.17671657	8.994348876	10.14501459	8.731949903	8.568187525	7.835645508	7.347330254
hsa_circ_0004776	9.019673111	10.45712268	9.676395044	10.14401881	9.490596979	8.41414986	8.994702435	8.355068642
hsa_circ_0004796	12.03494882	8.306908768	7.364394164	10.67565245	6.86184234	6.292291952	6.329206811	7.141771369
hsa_circ_0004797	13.52291843	12.38260671	14.32897716	14.62359924	14.42222484	14.81915615	15.08150938	14.804632
hsa_circ_0004798	9.420285827	6.736380114	7.169908847	7.253241332	8.039938321	7.961078555	8.109985426	6.595233422
hsa_circ_0004800	7.527708738	7.804725648	7.664435818	7.586593159	7.646097028	7.528197295	6.709061578	6.878797518
hsa_circ_0004802	6.082114706	6.670633415	7.480272293	6.357523636	7.88454229	8.781969083	6.418879544	5.449095397
hsa_circ_0004803	6.701284108	7.045742055	7.856804518	7.009810567	7.535748842	7.82116577	7.477745216	8.192130718
hsa_circ_0004804	7.235998761	7.471154024	9.728608697	6.977261461	9.480155816	8.551101212	8.448109645	8.936265109
hsa_circ_0004807	5.463471653	6.006991096	6.73044823	5.782136922	6.648334392	5.939541312	7.10785405	5.592408825
hsa_circ_0004815	6.754030816	9.569437237	7.813370045	7.450166945	8.25354444	6.939560263	7.715521996	6.352014948
hsa_circ_0004819	6.883387283	7.015397072	6.854848286	6.592900057	7.621124297	8.098352639	10.24963008	7.465043002
hsa_circ_0004822	6.633425944	6.013984474	6.709061578	6.123441432	6.252634924	6.376097383	6.566029487	5.882603621
hsa_circ_0004823	12.90934201	13.33477934	12.05441299	12.97797273	12.25284972	11.24041773	11.00623728	12.29947589
hsa_circ_0004825	6.279580637	9.255319884	8.380318791	7.841161045	9.543330844	9.282433173	8.184247498	6.263238916
hsa_circ_0004830	8.827833749	7.878424264	8.002630168	9.523313751	7.455827659	7.123781412	7.10785405	6.818561568
hsa_circ_0004841	5.703858945	7.864369644	7.035468719	6.449122022	7.055942752	7.764446265	6.911372663	6.675052156
hsa_circ_0004843	10.5960135	8.891588964	9.83900436	9.975756113	10.56376078	10.92114239	12.39750709	10.83345712
hsa_circ_0004844	9.678157118	10.60848437	9.606922672	10.10287578	9.253105003	8.13858354	8.982276005	5.882603621
hsa_circ_0004856	5.328617042	5.987227342	6.234786543	5.29226227	5.773096669	6.220347129	5.07674667	4.584865588
hsa_circ_0004867	14.41400788	10.87368317	11.47696684	12.8630244	11.11634291	11.53846099	12.53218809	11.78744283
hsa_circ_0004868	6.039569154	7.819370492	7.512480834	6.205761734	7.572451168	6.537193353	6.391215875	5.515648991
hsa_circ_0004873	6.754030816	8.363853916	7.714663753	6.485803353	7.98298438	7.546399751	7.209437648	8.508035945
hsa_circ_0004875	5.372808921	7.775599665	7.239583136	5.845449594	7.416783914	7.179893047	6.650131053	6.878797518
hsa_circ_0004878	6.609616654	6.276094389	7.146552258	6.534277785	6.393362785	8.071788877	8.054256388	8.192130718
hsa_circ_0004884	7.142090588	5.741423505	7.074793206	6.437725237	7.354786133	8.963433338	11.07183833	7.556972605
hsa_circ_0004885	6.735534194	6.477732166	7.260904367	6.920705819	7.455827659	8.047115117	7.964692546	8.895759716
hsa_circ_0004888	7.010859686	7.24137199	6.774354023	6.490825012	7.874971438	7.020267581	6.666201098	6.120204436
hsa_circ_0004889	8.218404065	7.670644832	8.244058792	7.910633063	8.116660475	7.727909482	7.878424264	7.455570835
hsa_circ_0004893	11.14624942	9.932950512	9.406002222	10.21477249	9.86814485	8.993906804	8.940400634	9.389896705
hsa_circ_0004895	7.184239501	6.78256763	8.193209375	7.18361938	7.879190437	9.012969146	10.1542623	8.844504566
hsa_circ_0004901	7.321913556	8.851744006	8.628211801	9.059002034	7.992929205	8.028242518	7.804523998	8.441381338
hsa_circ_0004906	6.025103842	8.030485823	7.659984391	6.020944116	8.128952641	8.442936811	7.364120535	6.754030816
hsa_circ_0004907	8.48078369	7.537691229	7.480272293	8.153068794	6.879563494	7.262666994	6.449122022	7.397660838
hsa_circ_0004908	8.584721609	9.86602068	8.494849136	8.534296608	8.96866215	8.490593746	9.082726902	8.646777888
hsa_circ_0004910	6.053212095	8.726957671	9.054939043	7.03443735	8.928143441	9.622735267	8.833774462	7.266771435
hsa_circ_0004912	6.909123692	8.509644929	8.819874552	7.391229732	8.355068642	9.25767868	8.487331133	7.821564418
hsa_circ_0004922	5.449095397	6.841544064	5.841523781	5.845449594	6.313987466	5.342017318	6.101941804	5.449095397
hsa_circ_0004926	5.55837135	5.55837135	5.252604415	5.199609045	5.773096669	5.599864878	5.169860383	5.66351221
hsa_circ_0004927	6.651925478	9.410514183	9.45448877	7.942688308	8.939574477	9.230767147	8.569849487	9.060184921
hsa_circ_0004930	6.053212095	7.303766025	7.157962161	6.270265189	6.797235302	7.169282534	5.808922681	6.962154375
hsa_circ_0004936	7.888733434	7.354786133	6.472664646	7.190734727	6.583998693	5.837587255	6.254998112	6.086101984
hsa_circ_0004939	11.37765026	10.6168632	11.99406554	12.07566662	11.96598657	12.55679004	13.57437159	12.8215121
hsa_circ_0004950	8.098681611	8.974051397	8.564143344	9.135063808	8.202269005	8.037538101	7.115677179	6.818561568
hsa_circ_0004953	8.130240482	7.799473564	7.123458115	8.00315744	6.539133798	6.525495558	6.2329895	5.917333589
hsa_circ_0004954	9.563789033	9.61666074	9.1192612	9.004918151	9.483686589	9.25767868	8.89291733	8.996468934
hsa_circ_0004975	7.08877115	7.599900851	6.754030816	6.778055934	6.54927853	6.744812148	6.750685384	6.459405184
hsa_circ_0004988	13.26595354	12.24651746	14.44876956	13.69918591	14.6306261	14.72218373	14.69342221	14.43333675
hsa_circ_0004993	10.95981969	7.450682474	7.676606894	8.94726694	8.00666767	8.68824467	9.599851745	9.759261361
hsa_circ_0004994	8.235707378	9.510575562	9.193983322	8.450689123	8.670982412	8.392712983	8.984947837	7.480272293
hsa_circ_0004997	7.36958328	7.815172801	8.52331059	6.972961269	7.676827238	7.600830131	8.262674568	8.097694472
hsa_circ_0005006	6.205761734	5.444961445	5.211825528	5.791120879	5.06062623	4.991448721	4.826466503	4.675866029
hsa_circ_0005008	8.282212223	10.10852235	13.38475824	8.882064901	13.90387581	15.18054531	13.25212926	15.66694859
hsa_circ_0005009	7.300337802	7.835645508	8.708862781	8.560804309	8.281777696	7.111770917	7.309745883	7.110466476
hsa_circ_0005012	6.100628441	6.760698495	6.490323632	6.389603594	6.158577125	5.939541312	5.987227342	5.370631183
hsa_circ_0005015	4.826466503	4.766443442	5.457327934	4.76146547	6.89858189	5.599864878	5.07674667	6.144625363
hsa_circ_0005019	5.693442006	6.670633415	10.53040476	6.115660406	12.40542361	13.40261219	11.67060022	12.78633312
hsa_circ_0005020	8.498344175	8.161123756	8.213096381	8.708862781	7.71251591	7.793796008	7.221571535	6.840364251
hsa_circ_0005030	6.514688613	8.629578427	8.870070718	7.221571535	8.400072016	7.967216963	8.242273268	7.821564418
hsa_circ_0005031	8.84979098	7.905001157	8.029623426	9.900487051	8.278151538	7.764446265	7.692822172	7.807344537
hsa_circ_0005044	6.697379593	7.889113844	9.785705245	6.696075736	8.223993894	8.190125357	7.607549569	9.067514057
hsa_circ_0005046	7.280175826	8.352588115	7.82971251	7.491339146	8.429399994	7.674842924	7.643844559	5.741423505
hsa_circ_0005047	5.816942359	6.815362641	6.040254374	5.882603621	6.951265917	5.882603621	5.808922681	7.544951976
