geneNames	GSM2690785	GSM2690786	GSM2690787	GSM2690788	GSM2690789	GSM2690790
CREB3L3	341.07431	495.972778	528.77771	6.231881	4.042907	27.314606
CREB3L4	992.802734	1031.6991	961.915588	570.840271	706.700073	456.153931
CREB5	488.5658875	781.3464345	373.8228305	13.0869495	61.4521825	183.6907195
CREBBP	6454.139756	7482.657958	9761.695648	11963.341568	6295.2102395	15914.171713
CREBL2	30.420139	43.539597	25.749174	76.028946	60.643601	69.652245
CREBRF	641.588424	894.454745666667	977.242428333333	717.912681	942.536324666667	647.356167
CREBZF	150.7179625	210.125865	98.8584385	102.202843	225.1899105	171.399151
CREG1	666.4776	857.54071	532.456116	173.246292	898.333862	517.611755
CREG2	26.732851	57.737289	29.427628	59.826057	45.280556	163.887634
CRELD1	941.180725	693.794006	1623.11755	1294.98486	718.828796	954.645447
CRELD2	896.011414	833.877869	1002.37854	1126.724	1051.15576	788.026367
CREM	1273.9586405	1009.929281	2150.9757015	920.448766	2670.744154	959.425535
CRH	1.843645	2.839539	4.598067	4.985505	2.425744	8.194382
CRHBP	485.800415	466.63089	532.456116	1805.99902	983.234924	1683.94543
CRHR1	26.732851	21.769798	29.427628	85.999954	22.640278	66.920784
CRHR1-IT1	94.025887	78.560577	96.559403	130.869492	113.201385	114.721344
CRHR2	11.061869	18.4570025	20.2314945	52.3477975	15.7673365	48.4834255
CRIM1	1218.64929	2420.23364	277.723236	1322.40515	2041.66797	1010.64038
CRIP1	20070.8398	12562.1201	21580.5664	23091.6113	7987.1665	22503.1387
CRIP2	5193.54736	4567.87158	7348.63037	6440.02539	4187.64307	6017.40771
CRIP3	56.6920775	109.7955015	38.1639545	94.7245875	33.5561255	114.0384825
CRIPAK	805.672791	1345.94141	1602.88611	1202.75305	595.924438	1061.17249
CRIPT	175.146255	216.751465	140.700851	92.231834	215.89122	118.818535
CRISP1	6.452757	9.46513	12.874587	26.173899	5.660069	30.046066
CRISP2	3.68729	3.786052	4.598067	11.217385	15.363046	12.291573
CRISP3	40.0992765	57.2640345	49.6591225	132.1158715	51.749207	113.3556135
CRISPLD1	2.765467	5.679078	7.356907	9.971009	2.425744	6.828651
CRISPLD2	376.103546	240.414291	697.986511	1004.57916	1505.57849	412.450562
CRK	68.214859	106.009445	25.749174	98.463715	146.353226	61.457863
CRKL	514.8378295	566.0147245	374.2826385	876.2024535	717.615935	482.78566
CRLF1	608.402832	510.170471	289.678223	1976.75256	1216.91492	1759.06055
CRLF2	116.149628	143.869965	156.334274	321.565063	113.201385	329.140991
CRLF3	16.592804	14.197694	22.070721	11.217385	19.405953	15.023033
CRLS1	909.377798	879.3104965	987.204973	279.1882555	1132.418168	688.328083
CRMP1	128.133316	99.383858	260.25058	176.985413	92.986855	198.030884
CRNKL1	12.905514	14.197694	12.874587	8.724633	13.745883	17.754494
CRNN	3.68729	4.732565	2.75884	2.492752	2.425744	6.828651
CROCC	1183.62	1077.13171	1441.95374	1549.24561	694.571411	1810.95837
CROCCP3	5.530934	6.62559	4.598067	7.478257	3.234325	6.828651
CROT	26.2719395	55.844263	21.151107	21.188395	122.904369	49.1662905
CRP	38.716541	71.934982	66.212158	79.768074	48.514881	102.429771
CRTAC1	47.9347656666667	33.1279516666667	16.8595783333333	200.66656	88.674421	213.053922
CRTAM	223.081024	130.61879	353.131531	26.173899	33.151836	36.874718
CRTC1	534.1960945	453.3797	715.4591685	1191.535576	446.741186	812.6095315
CRTC2	1895.26697	2509.20581	3785.12866	2380.57837	1352.75659	2447.38867
CRTC3	165.4671225	123.0466785	99.318247	190.072361	183.952263	170.033417
CRX	24.4282945	31.234927	55.636606	71.04344	17.3844985	96.96685
CRY1	17.514626	21.769798	12.874587	31.159405	68.729416	30.046066
CRY2	270.0939675	284.427147	191.7393875	477.98526	343.647064	351.6755525
CRYAA	2.765467	0	4.598067	6.231881	1.617163	4.097191
CRYAB	18.436449	21.769798	7.356907	14.956514	21.831696	19.120224
CRYBA1	9.218225	10.411642	11.03536	11.217385	7.277232	36.874718
CRYBA2	30.420139	59.630314	55.176804	122.144867	54.983532	110.624153
CRYBA4	4.609112	6.62559	2.75884	6.231881	3.234325	5.462921
CRYBB1	82.96402	102.223396	127.826256	208.144821	68.729416	239.002808
CRYBB2	58.074814	131.565292	89.202499	584.550415	129.373016	565.412354
CRYBB3	436.022003	505.437897	694.308105	589.53595	956.551758	700.619629
CRYBG3	244.74386	277.801536	408.538244	608.2315825	794.2290225	417.57203725
CRYGA	2.765467	1.893026	0.919613	6.231881	0.808581	4.097191
CRYGB	6.452757	7.572104	11.03536	18.695643	5.660069	23.217415
CRYGC	11.983691	2.839539	7.356907	9.971009	6.468651	6.828651
CRYGD	5.530934	6.62559	7.356907	14.956514	6.468651	10.925842
CRYGN	8.296402	9.46513	27.588402	18.695643	9.702976	23.217415
CRYGS	38.2556305	70.041959	55.63661	57.9564915	22.2359875	48.483425
CRYL1	6813.18945	6699.41846	4266.08643	20583.9023	13604.3809	6104.81445
CRYM	269.17215	238.521255	174.726532	289.159271	120.478622	232.174149
CRYZ	2110.97339	3312.79517	954.558655	3297.91138	6517.16553	2160.58521
CRYZL1	1913.70337	1937.51196	2301.79224	2078.95532	2327.90576	1727.6488
CS	1924.7652105	1564.5859095	2168.4483665	4116.1574025	2643.252473	2047.229698
CSAD	997.411865	1226.68079	2370.76318	1950.57874	517.492065	2013.08643
CSAG1	21.6628275	25.555849	22.070721	54.2173625	17.78879	40.289043
CSAG1|CSAG2|CSAG3	8.296402	8.518617	12.874587	12.463761	4.042907	16.388763
CSDA	2182.87549	1452.89734	2760.6792	497.304077	713.977356	704.716797
CSDAP1|CSDA	254.422989	259.344543	114.951668	153.30426	194.868103	125.647186
CSDC2	188.5126875	262.657337	309.4498825	640.6373615	176.270737	497.125824
CSDE1	3908.066197	4433.940031	3060.473152	6402.634344	6323.9149915	5579.691139
CSE1L	2568.19727	2399.4104	3603.96484	2303.30322	5366.5542	2081.37305
CSF1	108.467773666667	146.078499	158.480036666667	307.024001	104.576521	209.411972
CSF1R	1482.29041	2161.83545	5886.44531	837.564758	682.442688	717.008423
CSF2	0.921822	0.946513	2.75884	0	0.808581	2.731461
CSF2RA	285.3040465	271.1759565	563.2631835	133.985439	151.2047115	127.695782
CSF2RB	10.600958	12.304668	14.254007	8.724633	6.8729415	11.608707
CSF3	35958.4492	50312.8398	60232.8359	81622.6797	35786.1953	89448.5078
CSF3R	395.9227295	592.9903565	823.053988	684.260498	278.556267	716.3255615
CSGALNACT1	133.664246	191.195618	151.736206	125.883995	232.062851	174.813477
CSGALNACT2	59.918458	70.041956	68.9710045	37.3912845	50.940625	61.4578625
CSHL1	4716.04346	3465.18384	799.143982	2636.08569	4443.96289	1535.08081
CSHL1|CSH1|CSH2|LOC100996784|GH2|GH1	78.354904	66.255905	81.845589	167.014404	46.89772	92.869659
CSK	1105.26514	1443.43225	1851.18164	2370.60742	907.228271	2151.02515
CSMD1	15.9782553333333	23.978327	15.633427	38.6376606666667	12.937302	57.8159153333333
CSMD2	0	0	0	-1.246376	0.808581	1.36573
CSMD3	7.374579	6.62559	8.27652	17.449266	4.851488	12.291573
CSN1S1	130.898788	167.532791	183.922668	482.347565	150.396133	398.793243
CSN1S2AP	3.68729	7.572104	7.356907	11.217385	5.660069	19.120224
CSN2	3.68729	5.679078	4.598067	8.724633	4.851488	6.828651
CSN3	1.843645	0	1.839227	1.246376	0	2.731461
CSNK1A1L	12.905514	23.662823	24.829561	53.594173	21.831696	65.555054
CSNK1D	1725.65161	1943.19098	3013.57294	2211.694455	1157.484255	2406.41675
CSNK1E	2044.6021415	1320.3855355	3404.408784	1032.6226685	907.632567	818.0724185
CSNK1G1	279.312195	359.6749115	390.8356705	214.3767015	182.335098	359.869934
CSNK1G2	3321.32617	5027.87695	4670.71631	3777.76611	1444.12634	6136.22607
CSNK1G2-AS1	7.374579	14.197694	16.55304	18.695643	11.320139	30.046066
CSNK1G3	198.652727	343.5842	445.5526655	67.304314	304.835163	198.7137605
CSNK2A1	194.504532	271.6492	180.244217	469.88382	221.551285	374.210083
CSNK2A2	106.009583	156.174637	222.546432	175.739044	126.947273	150.230331
CSNK2B	2153.3772	2742.99438	2200.63477	3174.52002	2173.4668	1554.20105
CSPG4	0.921822	1.893026	0.919613	3.739129	0	2.731461
CSPG5	238.752014	245.146851	201.395325	393.854858	222.359879	303.192139
CSPP1	64.5275695	74.3012645	51.03854	42.999977	111.988518	71.0179785
CSRNP1	34.10743	47.325645	21.151108	28.666651	26.683186	105.161232
CSRNP2	519.907849	426.404085	364.6267015	566.477966	665.462462	390.5988695
CSRNP3	103.24411	142.923447	157.253891	352.724457	119.670044	330.506714
CSRP1	139.19519	242.307312	99.318245	447.449036	417.227966	700.619629
CSRP2	2125.722579	2820.6086255	987.664724	3064.2158525	3590.101167	2082.055845
CSRP2BP	672.930359	626.591553	857.079651	589.53595	606.436035	534.000549
CSRP3	0.921822	0.946513	2.75884	2.492752	1.617163	4.097191
CST1	2.765467	5.679078	4.598067	4.985505	2.425744	6.828651
CST11	3.68729	5.679078	8.27652	12.463761	4.042907	15.023033
CST13P	3.68729	6.62559	7.356907	7.478257	5.660069	15.023033
CST1|CST4|CST2	28.576496	50.165184	87.363266	61.072434	38.811905	81.943817
CST2|CST1|CST4	3555.46899	3389.46289	5081.7832	5825.56201	2545.41406	2141.46509
CST3	6750.50586	7053.41455	10828.4473	10862.168	7595.00488	5029.98486
CST4|CST1|CST2	2805.10571	3624.198	5399.96973	6124.69238	2472.64185	2183.80273
CST5	5.530934	10.411642	11.954973	18.695643	9.702976	20.485954
CST6	46.091122	45.432621	38.62376	150.811508	118.052879	185.739319
CST7	204.644577	115.474579	131.504715	32.405781	30.726091	23.217415
CST8	108.775047	91.811752	125.98703	165.768036	90.561112	129.744385
CST9	1.843645	2.839539	3.678453	6.231881	4.851488	4.097191
CST9L	33.185608	27.448875	46.90028	105.941971	25.066021	117.452805
CSTA	188.051773	312.349274	415.665253	299.13028	139.884567	800.317932
CSTB	21867.4707	13068.5039	38949.3047	13595.4707	20592.1406	13018.1406
CSTF1	1087.75049	884.043091	715.459167	1159.12988	1439.27478	572.240967
CSTF2	142.882477	164.693253	140.700851	195.681061	165.759171	229.442688
CSTF2T	363.198044	426.8773345	342.5559845	730.376434	796.856918	447.276672
CSTF3	509.153234666667	443.599060333333	551.154927333333	430.830698666667	719.36786	391.509338333333
CSTL1	33.185607	33.1279515	86.4436595	57.333302	21.8316955	101.746906
CT45A2|CT45A1|CT45A3|CT45A5|LOC101060211|LOC101060208|CT45A4|CT45A6	15.670981	19.876772	21.151108	58.579678	13.745883	57.360672
CT45A2|CT45A1|CT45A3|CT45A5|LOC101060211|LOC101060210|LOC101060208|CT45A4|CT45A6	3.68729	3.786052	6.437294	6.231881	2.425744	4.097191
CT45A2|CT45A1|CT45A5|LOC101060211|LOC101060208|CT45A6|CT45A3|CT45A4	29.498318	33.127953	44.141441	38.637661	19.405953	53.263481
CT45A5	205.566406	194.981659	303.472412	452.43454	318.581055	318.215149
CT45A5|LOC101060211|LOC101060208	27.654673	35.967491	51.498348	22.434771	17.78879	55.994942
CT47A7|CT47A8|CT47A11|CT47A1|CT47A2|CT47A3|CT47A4|CT47A5|CT47A6|CT47A9|CT47A12|CT47B1|CT47A10	1.843645	2.839539	2.75884	13.710137	1.617163	2.731461
CT47A8|CT47A11|CT47A1|CT47A2|CT47A3|CT47A4|CT47A5|CT47A6|CT47A9|CT47A12|CT47A10	16.592804	17.983746	16.55304	42.376789	14.554464	27.314606
CT62	50.700234	57.737289	81.845589	186.956421	76.815231	207.591003
CTAG1B|CTAG1A|CTAG2	763.268982	159.014175	192.199188	339.014313	168.9935	327.775269
CTAG2	36.8728975	27.448875	30.3472415	66.057935	22.6402775	53.263481
CTAGE1	226.307402	277.8015405	235.880829	714.173533	241.765829	377.6244275
CTAGE11P|LOC101060696|CTAGE4|CTAGE9	272.859436	524.368164	357.729584	285.420135	445.52832	318.215149
CTAGE5	38.716541	73.5125066666667	37.3976103333333	77.690782	67.1122506666667	134.752057
CTAGE7P	4.609112	8.518617	5.51768	8.724633	7.277232	9.560112
CTBP1	7839.17773	6966.33545	14643.9229	10864.6611	6983.71729	8720.1875
CTBP1-AS1	117.532362	165.6397665	93.80056	200.0433655	142.310322	140.670223
CTBP2	141.653380333333	253.349956	188.214196666667	121.729402333333	174.114522	170.261039666667
CTBS	604.2545825	1230.940116	1239.6388385	419.4055835	1090.3719695	810.5609325
CTC1	280.6949385	253.192215	233.121994	266.724495	344.0513725	275.8775175
CTCF	312.497803	405.107544	211.511078	113.420227	570.049866	269.048859
CTCFL	50.700234	75.721039	68.051392	123.391243	52.557789	131.110107
CTDNEP1	2287.96338	2287.72168	2214.42896	1819.70923	1418.25171	1274.22632
CTDP1	807.5164695	581.6322015	1563.342772	740.3474255	580.157135	833.778364
CTDSP1	1068.39221	1676.27441	1136.64209	2400.52051	1208.8291	1252.37463
CTDSP2	1699.379615	2852.316839	2012.5737975	1725.6078165	1502.748482	2165.3653565
CTDSPL	3019.89038	2944.60181	1666.33936	8697.21289	7245.69727	4961.69824
CTDSPL2	49.317499	54.4244935	34.485501	26.797087	44.4719755	45.0690995
CTF1	64.527573	94.651291	77.24752	357.709961	156.864777	184.373596
CTGF	1544.97437	1644.09302	611.542908	1169.10083	3482.55981	2943.14868
CTH	7.374579	11.358155	7.356907	13.710137	21.831696	17.754494
CTHRC1	783.549072	993.838562	2855.39941	98.463715	117.244293	152.961792
CTIF	95.8695305	134.8780955	168.2892495	434.9852725	112.7971005	344.164028
CTLA4	215.706451	124.939705	491.073547	11.217385	15.363046	35.508987
CTNNA1	710.725098	706.098633	421.182922	537.18811	880.545105	281.340454
CTNNA2	6.452757	8.04536	9.1961335	14.956514	7.6815225	17.754494
CTNNA3	3.68729	3.786052	6.437294	4.985505	2.425744	5.462921
CTNNAL1	271.937622	263.130585	142.54007	755.303955	1564.60486	807.146606
CTNNB1	14747.3154	17482.0938	23699.3555	16075.7598	19347.7344	24979.207
CTNNBIP1	72.823975	82.346626	66.212158	148.318756	75.198067	106.526962
CTNNBL1	220.315567	157.121155	124.147804	168.260788	227.211365	87.406738
CTNND1|TMX2-CTNND1	98.635002	106.955963	120.469353	49.855045	118.861458	76.480896
CTNND2	24.8892045	27.922132	33.1060805	59.826055	26.683185	91.5039295
CTNS	100.0177365	83.7663955	140.2410355	140.217316	164.1420175	137.938759
CTPS1	183.442657	162.800232	193.118805	81.01445	246.61731	116.087074
CTPS2	1182.69812	1550.38818	1561.50354	1228.92688	1302.62451	913.673584
CTR9	235.064713	368.193542	171.967697	153.30426	570.049866	228.076965
CTRB1	0.921822	0	0	-1.246376	0	128.378647
CTRB1|CTRB2	3.68729	4.732565	2.75884	4.985505	4.042907	8.194382
CTRB2	92.182243	90.865242	69.890617	216.869446	80.049553	118.818535
CTRC	1.843645	0.946513	3.678453	2.492752	0.808581	5.462921
CTRL	176.989899	244.200333	244.617157	835.072021	158.481949	956.01123
CTSA	1583.69092	2013.23303	4167.68799	2335.70898	1548.43335	2420.07397
CTSB	6031.17684	4997.90373	7066.30893	3938.54858333333	2189.09924333333	3405.22086666667
CTSC	560.160756	465.684357	235.114476333333	525.555264666667	1164.89622533333	311.386515333333
CTSD	4682.85791	7099.79346	3355.66919	6837.61963	2200.1499	5172.02051
CTSE	63.605747	152.38858	95.639786	97.217339	42.04623	101.064041
CTSF	4535.36621	4384.24805	7032.2832	7656.48877	3717.04858	4319.80469
CTSG	136.429718	52.058212	4.598067	1489.41956	524.769287	1354.80444
CTSH	2171.81372	3416.91162	2504.10718	4945.62061	4984.09521	6812.2627
CTSK	41.48201	53.951237	36.784535	24.927523	115.627136	55.994942
CTSL1	8265.98145	5139.56543	5376.97949	7103.09766	7996.86963	3180.78589
CTSL2	0.921822	1.893026	1.839227	2.492752	0.808581	4.097191
CTSL3P	89.416779	71.934982	113.112442	73.536194	12.12872	96.96685
CTSO	450.7711595	501.1786095	283.240923	342.753449	840.92458	360.5527915
CTSS	173.302612	210.12587	194.958038	26.173899	86.518204	38.240448
CTSW	94.947708	99.383858	92.880951	143.333252	12.12872	136.573029
CTSZ	217.550095	136.297867	286.919373	185.710052	162.524857	185.739319
CTTN	3761.95728	3466.13037	7172.98438	3567.12866	2980.43091	3122.05933
CTTNBP2	35.9510745	35.967492	44.1414395	26.797087	29.917509	25.2660105
CTTNBP2NL	33.185608	44.959366	56.096414	14.956514	26.6831835	29.363201
CTU1	18.436449	26.502361	36.784535	48.608669	23.44886	61.457863
CTU2	761.425354	514.903015	898.46228	589.53595	388.927643	543.560669
CTXN1	15.670981	18.93026	14.713814	48.608669	12.12872	42.337639
CTXN2	1.843645	5.679078	2.75884	22.434771	8.894395	16.388763
CTXN3	48.85659	54.897751	57.935642	1091.82556	145.544647	599.555603
CUBN	1326.50244	1949.81665	1041.922	538.434509	85.709625	971.034241
CUEDC1	1.843645	536.672852	324.623505	528.463501	532.855103	1013.37189
CUEDC2	379.790833	427.823853	492.91275	705.448914	580.561401	420.644928
CUL1	1708.1370065	1829.60956	2274.203866	1639.607893	1811.626527	1925.679673
CUL2	1340.32983	1574.99756	2196.03662	1511.85425	1579.96802	1365.73022
CUL3	8.296402	12.304668	6.437294	14.956514	15.363046	12.291573
CUL4A	2640.09937	1825.82349	3513.84277	3577.09961	3465.57959	2413.24536
CUL4B	957.3125935	1201.5982035	1373.902345	565.231567	877.310763	603.6527865
CUL5	642.049304	839.083696	628.555743	799.5503115	1289.282941	870.653056
CUL7	155.787994	226.216599	226.224884	188.202805	134.224503	146.133148
CUL9	1054.56482	1193.55286	2276.96265	2553.82471	719.63739	2518.40674
CUTA	3966.6019005	2591.5523045	4636.6905805	6463.08376	3977.007385	3205.36902
CUTC	314.341461	268.809662	332.900024	73.536194	333.944092	177.544937
CUX1	444.011125	690.32344	571.079882666667	486.086699	297.288406333333	500.767780333333
CUX2	0	0	-0.919613	1.246376	0	0
CWC15	628.682892	931.841982	361.4080505	500.4200285	1123.9281	434.3022465
CWC22	163.162567	202.553772	106.675148	33.652157	190.016617	103.795502
CWC25	848.07666	679.596313	682.353088	765.274963	746.320618	723.837036
CWC27	481.1912915	686.695159	483.2568205	360.825902	702.6571825	340.7497215
CWF19L1	955.0080325	704.678854	1403.7898525	721.6517995	684.4641405	706.765429
CWF19L2	477.504028	592.51709	882.828857	902.376343	629.884888	2067.71558
CWH43	89.416779	73.828011	68.051392	614.46344	1461.91504	517.611755
CX3CL1	31.341963	40.700058	16.55304	28.666651	20.214535	19.120224
CX3CR1	94.025887	171.318848	87.363266	3.739129	25.874603	6.828651
CXADR	75.5894375	78.0873185	80.4661715	64.811559	182.7393915	126.330055
CXCL1	2866.8676355	1430.180991	774.3144485	435.608452	323.4325375	663.0620255
CXCL10	301.435944	167.532791	75.408295	72.289818	84.901039	69.652245
CXCL11	61.762104	30.288414	31.266853	12.463761	11.320139	24.583145
CXCL12	990.037288	432.240919333333	627.176296333333	5623.64932966667	5271.411459	2548.907869
CXCL13	252.579346	52.058212	627.176331	9.971009	6.468651	16.388763
CXCL14	7134.90576	11850.3418	6994.5791	2481.53491	3306.28906	4744.54688
CXCL16	943.9461655	743.012634	1308.6098	445.5794675	387.7147525	451.3738555
CXCL17	5.530934	9.46513	11.954973	18.695643	8.894395	20.485954
CXCL2	2475.09326	531.940247	1288.3783	174.492661	177.079315	745.688721
CXCL3	59.918457	91.811752	66.212158	147.072388	64.686508	169.350555
CXCL5	285.7649615	269.7561955	529.6972885	56.710114	19.001662	99.0154455
CXCL6	23.967382	3.786052	5.51768	3.739129	6.468651	4.097191
CXCL9	1415.91919	594.410095	1187.22083	335.275177	59.835022	140.670227
CXCR1	112.462334	177.944427	131.504715	695.477905	177.079315	527.171875
CXCR2	8.296402	25.555849	16.55304	19.942019	12.12872	12.291573
CXCR3	89.8776855	104.1164205	135.642975	271.709999	86.922497	256.7573015
CXCR4	4421.98242	5181.21191	3483.49536	848.782166	543.366699	621.407288
CXCR5	12.905514	9.46513	5.51768	13.710137	3.234325	9.560112
CXCR6	75.128527	85.186165	61.154289	119.652111	71.559452	111.9898875
CXCR7	133.664246	203.500275	121.388962	14.956514	30.726091	36.874718
CXXC1	1235.24207	1652.61157	1994.64136	2011.65112	1042.26135	1618.39038
CXXC11	26.732851	159.960693	51.498348	162.0289	68.729416	157.05899
CXXC1P1	10.600958	17.037232	15.1736205	24.927523	15.363045	34.143257
CXXC4	94.4867975	113.1082955	114.9516715	191.318741	102.6898305	189.836502
CXXC5	4692.07617	13757.5654	5934.26514	3451.21558	4148.83105	6211.34131
CXorf21	19.358271	89.918732	32.186466	8.724633	14.554464	17.754494
CXorf22	6.452757	5.679078	7.356907	9.971009	6.468651	9.560112
CXorf23	38.716541	54.897751	28.508015	14.956514	43.663391	23.217415
CXorf27	7.374579	10.411642	13.794201	21.188395	12.937302	20.485954
CXorf28	124.44603	201.607254	123.228188	751.564819	174.653564	569.509521
CXorf30	33.185608	30.919422	83.991352	48.6086683333333	17.5192626666667	44.6138556666667
CXorf31	13.827336	20.823284	17.472654	14.956514	10.511558	31.411797
CXorf36	107.853222	184.0967635	98.8584365	89.7390865	64.686506	178.227802
CXorf38	531.89156	583.52523	1002.838397	185.710049	435.4210625	312.069359
CXorf40A	91.260422	145.762985	88.282883	56.086926	98.646927	98.332581
CXorf40A|CXorf40B	1592.909197	1681.9534845	2253.972356	1981.1148945	2185.999753	1594.490052
CXorf40B	9.218225	12.304668	9.196134	18.695643	26.683186	15.023033
CXorf48	15.3637073333333	9.78063366666667	20.84457	15.3719726666667	7.27723233333333	19.5754676666667
CXorf49|LOC100129291|CXorf49B	3687.28979	2968.26465	2668.71802	2871.65063	4494.09521	2597.6189
CXorf51B|CXorf51A	15.670981	16.090719	21.151108	31.159405	10.511558	34.143257
CXorf57	565.077148	505.437897	609.703674	199.420181	388.927643	222.614044
CXorf58	21.201916	34.074467	30.34724	39.884037	33.960419	61.457863
CXorf61	3.68729	5.679078	10.115748	11.217385	6.468651	17.754494
CXorf64	269.17215	338.851624	245.536774	1195.27478	345.264252	1349.34155
CXorf65	58.074814	73.828011	95.639786	31.159405	23.44886	42.337639
CXorf66	-0.921822	1.893026	0.919613	1.246376	0	2.731461
CYB561	681.226746	1364.8717	1344.47473	919.825623	1013.961	1416.26233
CYB561D1	661.86853	1035.48511	827.652039	621.941711	541.749512	457.519653
CYB561D2	990.037292	871.738403	934.327148	1772.34692	1508.81274	1241.44885
CYB5A	5231.803434	5709.83916	3606.2639075	7136.126746	5886.876515	3517.438322
CYB5B	658.642113	748.218489	1201.4749155	1145.41968	1069.3488465	1155.407838
CYB5D1	347.9879685	451.959932	182.083445	663.0720935	325.049707	310.7036435
CYB5D2	40.560188	51.111698	13.794201	49.855045	221.551285	40.971909
CYB5R1	209.253693	292.472504	102.07708	739.101074	464.934265	426.107849
CYB5R2	45.1693	33.127953	96.559403	138.347748	195.676682	159.790436
CYB5R3	689.523193	1044.95032	876.391541	552.144653	458.465637	437.033691
CYB5R4	36.872898	36.914005	19.31188	28.666651	88.943947	23.217415
CYB5RL	153.944351	219.591003	231.742569	154.550644	114.009972	204.859543
CYBA	18857.7207	14284.7734	21147.4297	5844.25781	4538.56689	4058.95044
CYBASC3	825.031067	1305.24133	1468.62256	752.811218	794.026917	835.826904
CYBB	228.611969	399.428467	139.781235	82.260826	275.726227	81.943817
CYBRD1	823.187439	708.938171	1008.81586	892.405334	2971.53638	1057.0752
CYC1	878.496765	843.343018	672.237366	2373.1001	2848.63208	801.683655
CYCS	109.696869	135.351349	95.639786	417.536011	497.277527	278.608978
CYFIP1	1003.86462	966.389709	1058.47498	843.796631	1571.8822	598.18988
CYFIP2	2376.4582535	3004.2321435	2870.113282	13414.7467535	12874.232415	8073.5145195
CYGB	1209.4310275	1676.74761	2045.2200925	2359.390031	1159.5056425	1074.1468655
CYHR1	67.907586	98.7528483333333	47.5133556666667	188.618253	124.791054333333	133.386324333333
CYLC1	4.1482005	4.732565	8.2765205	11.217385	4.851488	11.6087075
CYLC2	4.609112	12.304668	11.954973	21.188395	9.702976	21.851685
CYLD	1821.981962	2238.0298745	2634.692325	2004.172915	1772.8145735	1595.1730065
CYP11A1	17.514626	33.127953	89.202499	127.130371	25.874603	61.457863
CYP11B1	9.679135	14.6709505	17.012847	28.0434635	11.7244295	31.4117965
CYP11B1|CYP11B2	45.1693	33.127953	103.916313	82.260826	24.257441	142.03595
CYP11B2	1.843645	0.946513	0.919613	7.478257	2.425744	5.462921
CYP17A1	89.416779	130.61879	93.80056	982.144409	99.455505	587.264038
CYP19A1	20.741005	47.7989035	38.1639545	161.4057125	61.856474	112.6727525
CYP1A1	3.68729	5.679078	6.437294	24.927523	38.811905	30.046066
CYP1A2	511.61145	1623.26965	554.526855	826.347412	591.072998	2039.03528
CYP1B1	370.572601	323.707428	615.221313	2222.28857	6624.70703	1207.30554
CYP1B1-AS1	54.387524	121.153656	251.054443	152.057892	101.07267	135.207306
CYP20A1	136.736994	179.837460666667	97.479017	137.516834	270.335706	211.688191666667
CYP21A2|CYP21A1P	263.641205	552.76355	571.079895	239.30423	42.04623	226.711227
CYP24A1	1.843645	229.056137	1.839227	7.478257	4.042907	4.097191
CYP26A1	11.061869	35.967491	39.543373	138.347748	9.702976	103.795502
CYP26B1	116.149628	301.937622	80.92598	234.31871	198.102432	277.243256
CYP26C1	17.514626	27.448875	28.508015	51.101421	16.171627	53.263481
CYP27A1	1620.56384	2448.62891	1385.8573	1645.21655	764.917969	1373.92468
CYP27B1	47.934765	49.218674	23.909946	244.289734	54.983532	185.739319
CYP27C1	121.680557	124.939705	248.295609	301.623016	148.778961	273.146057
CYP2A13	112.462334	131.565292	163.691177	353.970825	98.646927	374.210083
CYP2A6|CYP2A7	123.524208	136.297867	166.450012	346.492584	116.435715	338.701111
CYP2A7	11.983691	13.251181	11.03536	32.405781	10.511558	25.948875
CYP2B6	157.631638	195.928177	199.556107	797.680725	220.742706	577.703918
CYP2B6|CYP2B7P1	23.967382	124.939705	52.417961	473.622925	100.264084	557.217957
CYP2C18	246.126587	256.505005	205.073776	691.73877	181.930801	460.251099
CYP2C19	73.745796	125.886223	80.006363	204.405685	74.389481	173.447754
CYP2C8	38.716541	152.38858	130.585098	53.594173	22.640278	51.897751
CYP2C9	11.061869	142.923447	15.633427	7.478257	4.851488	13.657303
CYP2D6|CYP2D7P1	98.635002	150.49556	48.73951	100.956467	37.19474	131.110107
CYP2E1	579.826294	366.300507	1901.76038	1776.08606	430.973846	813.97522
CYP2F1	29.498318	46.379135	91.961334	137.101379	29.917511	176.179199
CYP2G1P	14.749159	17.037233	23.909946	39.884037	18.59737	43.703369
CYP2J2	6122.74463	680.542786	778.912537	84.753578	110.775642	117.452805
CYP2R1	157.631638	179.837463	430.379059	337.767944	125.330109	591.361206
CYP2S1	23.967382	32.181438	24.829561	150.811508	26.683186	101.064041
CYP2U1	67.293039	60.1035705	62.0739035	115.2897915	211.8483145	89.45533
CYP2W1	38.716541	56.790775	113.112442	102.202843	41.237648	207.591003
CYP39A1	81.120377	31.234926	38.62376	163.275284	255.511703	81.943817
CYP3A4	14.749159	24.609337	25.749174	84.753578	20.214535	55.994942
CYP3A43	2.765467	1.893026	1.839227	1.246376	4.851488	2.731461
CYP3A5	922.436966333333	703.259129	2506.55951666667	195.681051333333	29.917509	174.358233
CYP3A7	16.592804	37.860519	45.061054	54.84055	13.745883	47.80056
CYP46A1	198.191818	244.200333	221.626816	482.347565	129.373016	383.770203
CYP4A11	31.341963	87.079193	22.990334	84.753578	30.726091	144.76741
CYP4A22|CYP4A11	40.560188	43.539597	34.025696	125.883995	36.386162	140.670227
