id	GSM2674263_con	GSM2674264_con	GSM2674265_con	GSM2674266_con	GSM2674259_treat	GSM2674260_treat	GSM2674261_treat	GSM2674262_treat
hsa_circ_0008835	7.5280295625	8.471568375	8.51763925	8.596784625	7.236239375	6.3631135	6.9960975625	6.917257875
hsa_circ_0008842	11.02409225	12.438139375	9.602284	12.81461175	5.488781875	5.55911525	8.8857489375	5.322172125
hsa_circ_0008846	7.09289975	6.5994665	5.530581375	8.25532825	8.0436030625	7.9923169375	7.40816175	7.8913981875
hsa_circ_0008849	8.15326875	8.6351105	6.644968375	4.8306925	7.236239375	9.02692175	8.857739125	8.9157191875
hsa_circ_0008851	8.6593458125	9.64278425	10.092240375	9.8376030625	8.7390256875	8.619681625	8.703212625	9.31372475
hsa_circ_0008857	9.055507625	8.10465875	8.193476625	8.404570125	7.245491375	8.416474	8.58416825	8.43359475
hsa_circ_0008864	6.313325625	6.9285995	7.52110225	6.6879655625	6.444663	5.237366125	5.6199955	6.598220375
hsa_circ_0008865	8.0831135	7.872289375	7.65692825	8.0111611875	8.661501875	8.374297375	7.8646643125	7.877275375
hsa_circ_0008868	6.822249625	6.8480415	6.180627375	7.6992554375	6.530252625	7.277611375	7.165708375	6.1490945
hsa_circ_0008872	8.40893475	8.6943811875	8.377735	6.5387745	6.4853545	8.4452555	8.8017455	7.25402975
hsa_circ_0008874	10.3551555	10.1005368125	10.09867825	10.968968875	9.145173	9.594367	10.564773125	9.045773375
hsa_circ_0008882	16.708487625	15.803459125	16.2503225	16.615540875	17.570102	16.4597195	16.1063215	17.570102
hsa_circ_0008883	5.180496125	5.3460485	5.45552775	5.904149375	5.145464	5.328398625	5.056535875	4.9381585
hsa_circ_0008891	6.39867525	6.1490945	6.04215775	6.71633625	5.655946	6.034737	5.517748625	6.1490945
hsa_circ_0008901	12.214787	11.84535175	11.289772375	11.096700375	12.029455875	13.16885775	12.872265375	13.055478375
hsa_circ_0008912	6.6879655625	7.05035275	7.564945875	7.193037	8.430742375	7.0268133125	7.002487	8.00314
hsa_circ_0008913	8.56394325	10.44276225	10.26638175	10.052442375	8.9831735	7.118052875	8.347906125	7.625792125
hsa_circ_0008925	7.9777985625	6.34445625	7.166433375	6.7389345	9.797667375	9.466051375	7.57228875	8.8273080625
hsa_circ_0008936	6.847590875	7.508134375	7.8989198125	7.57413875	8.409690875	6.972544375	6.78103075	6.91431725
hsa_circ_0008939	5.9241436875	6.940707375	6.000693625	6.6879655625	6.32623675	5.798194125	6.31401625	6.552329625
hsa_circ_0008945	7.500633625	7.830381625	6.90530925	6.07688025	9.241567875	7.627837	8.193476625	8.328664625
hsa_circ_0008951	10.86200975	8.749356375	9.752390875	8.893912625	7.2289205	10.23896625	10.377581125	8.180410625
hsa_circ_0008952	11.3132000625	9.78008175	10.2981705625	10.65531575	10.5619785625	10.156999	10.472022375	11.46115475
hsa_circ_0008958	6.662444625	6.004907625	6.989447125	8.0571414375	7.0693665	7.705087375	6.891125125	7.248014625
hsa_circ_0008960	6.772923125	7.5405324375	7.7726805625	7.95651325	7.22379775	6.586273375	6.71721475	7.073591625
hsa_circ_0008961	6.9050824375	5.726412	6.2269945	7.3389941875	6.390572125	7.106471375	7.051797	6.60566775
hsa_circ_0008964	7.042415	7.65497225	7.106471375	7.92664575	8.9431165625	7.40816175	7.239098625	7.663145375
hsa_circ_0008969	6.004907625	6.4613535	6.627466	5.7617005	6.9054995	7.245491375	7.0200955625	6.703573375
hsa_circ_0008974	6.362065	6.309936375	6.7909525	6.207251375	7.522137875	7.57149725	6.964166125	8.9279075
hsa_circ_0008981	8.66762775	9.0722088125	8.521639125	8.51101875	6.1890275	9.785247875	8.774910875	7.76748225
hsa_circ_0008989	8.60471175	8.289618	8.872229625	8.51101875	9.51464225	9.280753875	9.214199125	8.83608725
hsa_circ_0008990	5.448929625	5.9024944375	5.841866375	6.111367	5.459118625	5.5019775	5.546622125	5.41180175
hsa_circ_0008999	8.0617315625	7.990103875	7.3168555625	6.0089925	6.329805625	7.47156675	8.070364125	6.76065725
hsa_circ_0009000	9.013222875	9.75712275	8.59755825	9.2097371875	8.711613	9.369281625	9.303029	8.394903
hsa_circ_0009012	11.733064125	12.36337025	12.587892375	12.4014705	12.416942375	10.61555875	12.001744875	11.02296025
hsa_circ_0009031	10.121418375	10.7339805	11.887533875	10.9231961875	10.635399125	9.0971706875	9.55007125	9.73885425
hsa_circ_0009037	8.195085375	7.5174199375	8.1678385	6.438572875	7.9441725	7.17815325	7.013071125	7.166886125
hsa_circ_0009044	9.366217125	10.42973875	11.02409225	10.0975295625	9.1075825625	8.0831135	9.1363395	9.741229
hsa_circ_0009048	6.53386475	5.704788375	5.797606375	5.48380275	6.885406375	7.446656625	7.3347074375	7.465059625
hsa_circ_0009051	5.609384875	5.849222	6.000693625	5.66356075	7.449303875	7.208508375	6.3605635	6.977595
hsa_circ_0009052	11.057834125	11.80841125	12.14203025	12.158136	15.629072375	16.2503225	11.84834575	13.655712
hsa_circ_0009054	11.479285125	11.46115475	10.8824200625	12.562479625	10.926761375	10.01501675	11.075027625	9.845136625
hsa_circ_0009059	5.860262625	5.3460485	6.19352975	4.593181125	5.8587829375	6.73674925	6.617224375	6.007541
hsa_circ_0009062	10.90173425	11.255375	10.282518375	8.51101875	8.861405125	10.9081505	10.0429868125	9.1325989375
hsa_circ_0009068	10.827786875	10.46698825	10.1696600625	9.7311896875	10.7594605	11.45569975	11.619644625	11.78252
hsa_circ_0009069	9.1566583125	9.3960784375	8.7095538125	9.38309575	5.7742095	8.6524873125	8.42905225	6.87628325
hsa_circ_0009074	9.162269125	8.65915825	8.83506025	9.3242415	10.110351875	10.11136675	9.3755365	8.55114025
hsa_circ_0009078	7.114920375	8.616468125	7.260037	8.54244775	8.29510775	5.67921	6.39867525	8.639475875
hsa_circ_0009084	9.572449875	8.360099	9.3755365	9.298868625	8.60860975	8.99206925	8.8194661875	8.41201675
hsa_circ_0009086	8.356232125	6.8755263125	6.835991875	6.96207775	8.378158375	8.1721629375	8.633138375	8.48286475
hsa_circ_0009095	6.829553625	6.804466625	6.5994665	5.1639523125	5.9436423125	7.02163625	7.2706136875	6.530252625
hsa_circ_0009106	5.300387125	5.172530375	5.517748625	5.122697125	5.7742095	5.083565	5.80721775	5.25732525
hsa_circ_0009107	5.709699875	6.6922853125	6.98155325	6.0089925	5.924423875	5.55911525	6.000693625	5.809394375
hsa_circ_0009110	10.272903125	10.2704900625	9.734567	9.284794125	7.92437125	10.2050625	10.412773	9.5817045
hsa_circ_0009111	6.10279025	5.46228375	5.517748625	5.4146665	6.834353625	6.10663825	6.253274875	6.772923125
hsa_circ_0009118	6.4860225	5.67438525	6.442403875	6.263234	6.399011	6.954281125	6.028602	6.441997125
hsa_circ_0009127	6.847590875	8.471568375	8.02622525	8.567471875	5.182293625	5.986757875	6.9392173125	5.517748625
hsa_circ_0009128	6.53386475	6.4613535	6.272563	4.8306925	6.6427235625	6.789462625	6.388590125	6.4702190625
hsa_circ_0009130	8.870055125	9.048404125	9.74988425	9.611804375	10.082276	9.383218875	9.047012	9.680703375
hsa_circ_0009132	6.53386475	6.91866	6.423232875	4.754253875	7.329897875	7.140134875	6.54406475	7.4923305
hsa_circ_0009139	7.507756625	11.223751625	8.859185625	11.00390725	5.421172875	7.605069875	7.948135625	6.56304025
hsa_circ_0009154	10.876564875	10.352760625	10.273399375	12.009932125	10.594270625	11.415757625	11.338345625	11.44331925
hsa_circ_0009158	8.8933499375	7.572175125	8.261665875	10.0304079375	11.519302875	10.594270625	8.3940670625	11.067406
hsa_circ_0009160	6.510126625	5.777194625	6.127173	5.904149375	7.6008480625	7.22810725	7.06111625	7.489587875
hsa_circ_0009161	9.24217	8.236494625	9.3121556875	9.64308025	8.0223480625	9.045927375	8.5339975	8.200687875
hsa_circ_0009167	5.59514875	6.100179125	6.613987625	5.48380275	6.19950525	5.8180465	5.576320625	5.817746125
hsa_circ_0009169	6.2267185625	6.6922853125	7.3168555625	7.21058525	7.1317330625	6.034737	6.5176165	6.806080875
hsa_circ_0009173	7.342185625	7.65497225	7.4770368125	6.0089925	8.5667375	8.16405225	8.1681175	7.833053875
hsa_circ_0009181	10.9432241875	10.193461375	10.9039578125	11.280309125	11.700112125	12.725384875	12.2329295	12.769777625
hsa_circ_0009213	10.24650175	11.055347	10.98634275	11.100667875	11.664622125	9.671616125	10.272406875	11.403155
hsa_circ_0009241	4.6830819375	5.172530375	5.438980625	5.0248165	5.122697125	4.8517265	4.83857925	4.86908875
hsa_circ_0009245	8.144136125	8.96692175	8.182372625	7.6486528125	7.7763031875	6.989447125	7.948135625	7.443883875
hsa_circ_0009246	6.04516275	5.46228375	5.67142425	5.38846975	7.8770893125	6.07571875	6.347197375	7.09082675
hsa_circ_0009297	5.421172875	5.4013605	5.46905175	5.875558375	5.519450625	5.328398625	5.517748625	5.223950875
hsa_circ_0009306	7.469707375	8.2331705625	8.6351925	8.873682	7.004942125	6.87628325	7.66720025	7.0607445625
hsa_circ_0009366	10.329414875	11.437244	11.71292425	11.914509	11.415757625	8.9110768125	10.08046	10.354431125
hsa_circ_0009377	4.863709875	5.322172125	5.300387125	5.319812875	5.519450625	5.112313	4.968747625	5.322172125
hsa_circ_0009410	4.6830819375	5.233458375	5.413234125	4.642375875	5.07130375	4.927277875	4.498755	4.9090875
hsa_circ_0009435	8.9021875	10.3487366875	10.70145125	9.3968341875	6.988686	7.002487	7.9166615	7.88892375
hsa_circ_0009438	7.780866875	8.179357875	8.559536625	8.218526	9.23895525	7.213477375	7.501903625	7.884019375
hsa_circ_0009449	6.273297	7.309691375	8.6477025	6.82488525	5.786802875	5.339306625	5.69215575	5.890751125
hsa_circ_0009490	5.05236575	5.515511375	5.550673375	5.1639523125	6.2874176875	5.85730325	5.300387125	6.3194080625
hsa_circ_0009502	8.492592875	9.8010066875	7.512830625	9.9597235	6.318968125	5.5501891875	6.9054995	5.704788375
hsa_circ_0009503	8.7675794375	10.0379249375	7.8432253125	10.511558	6.220820375	5.519450625	7.14529625	5.655946
hsa_circ_0009541	9.1956115625	9.0660875625	8.927166625	9.119025	7.983038375	8.66978025	8.690018	8.009647
hsa_circ_0009544	5.5840695	6.220820375	6.8065765	6.438572875	7.413423125	5.5501891875	5.880779625	6.216331125
hsa_circ_0009548	10.486056	11.0405285625	10.43402125	9.835449625	8.00195	10.34217475	11.026956375	8.8616146875
hsa_circ_0009550	6.3764735	6.9285995	6.377159375	7.80361875	10.321293375	6.832073625	6.617224375	9.9016736875
hsa_circ_0009554	5.20808925	5.515511375	5.391105875	6.07688025	5.122697125	5.112313	5.374170875	5.45552775
hsa_circ_0009556	5.119844	5.296056125	5.3675705	4.9309645	5.237366125	5.083565	5.300387125	5.182293625
hsa_circ_0009586	10.75351675	9.7858845625	10.713127625	11.681067375	9.674428375	11.051802625	10.358089625	10.033257
hsa_circ_0009608	7.026286	6.9537231875	7.09082675	6.785290375	10.3109170625	7.325363125	7.456070125	7.644967125
hsa_circ_0009618	8.253593625	8.471568375	7.79281925	9.13069575	12.952729375	9.364657375	9.5127355625	12.06496675
hsa_circ_0009677	8.014506125	8.392187625	7.2647809375	7.90295425	5.655946	7.9659854375	8.331282	6.71721475
hsa_circ_0009689	8.1107175	7.990103875	8.28302875	8.207338875	10.840462	8.533029875	7.90922675	9.372635125
hsa_circ_0009723	7.73624225	9.537349375	9.61214075	8.650379	7.5719440625	6.586273375	7.86647725	7.31044775
hsa_circ_0009725	5.378802125	5.55911525	5.841866375	6.4641519375	5.378802125	5.222791125	5.47243275	4.9873205
hsa_circ_0009962	7.72003325	9.3707245	8.8213375	9.258897625	7.508134375	6.6214375	7.0987005	7.7202125
hsa_circ_0010009	5.941749625	6.309936375	6.272563	6.0089925	6.895805875	5.574200375	5.80721775	6.081723125
hsa_circ_0010015	9.590545125	10.09239425	10.6813735	10.3699348125	13.921701	9.2409435625	9.314209375	12.044333875
hsa_circ_0010016	5.1659355625	5.630902875	5.093011875	6.59218175	5.3293856875	5.05236575	5.222791125	4.751146125
hsa_circ_0010027	8.8461694375	9.568914	9.365331125	9.7884964375	7.80550125	8.72814475	7.9270483125	7.600608375
hsa_circ_0010048	6.253852	6.49845475	6.97300975	6.96207775	6.5744871875	6.512422375	6.4613535	6.750271875
hsa_circ_0010058	7.958785375	8.22111375	7.33828875	6.263234	6.07571875	7.60108775	7.4264610625	6.55002875
hsa_circ_0010096	14.810077375	14.522363375	14.98785425	14.648882625	14.810077375	14.3146175	14.827879375	14.771438
hsa_circ_0010144	6.703573375	6.1890275	6.351252375	5.904149375	7.194572875	7.5838805	6.988101875	7.591132875
hsa_circ_0010206	8.926469375	10.1625624375	8.50897425	9.88262325	7.026286	6.368048625	7.543053875	6.96042575
hsa_circ_0010210	5.448929625	5.3460485	5.95131375	5.319812875	5.53989075	5.469816375	5.1852795	5.300387125
hsa_circ_0010389	6.497544375	6.6440951875	6.19352975	6.71633625	6.117333375	5.69586025	5.968751625	5.64838075
hsa_circ_0010402	7.131895125	6.8618371875	6.942067125	6.438572875	9.27512225	7.829272125	8.315166	7.96503125
hsa_circ_0010450	7.4205315	7.952362625	7.646913625	7.637494125	7.140134875	6.71935275	7.9844813125	6.73705525
hsa_circ_0010553	13.25153	13.377618	13.813479375	13.9023665	16.313791	16.859583125	13.5250325	14.90758225
hsa_circ_0010575	10.499659625	10.503517875	11.0864265	9.10443925	7.5355046875	10.3784068125	10.892528875	11.1125675
hsa_circ_0010811	7.4427835625	6.8164239375	6.77872025	7.1587385	6.92352775	7.606829625	7.06111625	7.09082675
hsa_circ_0010844	6.174310375	6.48356525	5.841866375	6.7389345	5.80812675	5.3861676875	5.530581375	5.638221125
hsa_circ_0010884	6.1285305	6.34445625	5.45552775	5.45552775	8.239626375	6.16635275	6.085011125	6.5840075
hsa_circ_0010906	13.7826405	13.56979525	13.855008	13.377618	11.12363275	12.755575875	14.33253975	12.203852625
hsa_circ_0010913	9.11870075	9.854641375	10.291717875	9.463912375	12.17845975	8.1960383125	9.013571875	10.9950876875
hsa_circ_0010921	16.003250375	15.95181775	16.03635525	15.936051625	15.055699625	15.6026085	16.4597195	15.859953625
hsa_circ_0010932	8.723450375	9.399755875	8.153090375	7.976441	9.3899445	8.3225875	9.3323	8.9130540625
hsa_circ_0010972	4.9231405	4.9873205	5.172530375	4.9309645	4.9873205	5.328398625	4.81420675	5.015857125
hsa_circ_0010983	6.004907625	6.899956875	7.206292625	6.7389345	6.14222175	5.533038375	5.751831375	5.609384875
hsa_circ_0010985	6.086230875	6.834353625	6.74606975	7.175804375	6.80862675	5.85730325	6.085011125	6.5787721875
hsa_circ_0010988	5.83365925	6.309936375	6.442403875	6.5387745	6.32623675	5.874561375	5.8976523125	6.484089
hsa_circ_0010990	5.260651625	5.4013605	5.3675705	5.942823	5.054407375	4.9090875	5.16653975	5.1361505
hsa_circ_0010994	5.39552525	5.55911525	5.841866375	5.48380275	5.421172875	5.205739375	5.459118625	5.66356075
hsa_circ_0011032	7.469707375	8.425795125	8.84342625	8.536695625	7.004942125	6.79493975	7.501903625	7.181106375
hsa_circ_0011040	7.3857730625	7.717806625	8.006110375	8.4624998125	10.900202625	8.42905225	7.66720025	9.84204775
hsa_circ_0011046	4.751146125	4.837322125	5.20031725	5.8048270625	5.122697125	4.9090875	5.10093875	4.751146125
hsa_circ_0011047	5.05236575	5.4013605	5.46905175	5.2498263125	5.20451875	5.05236575	5.141269625	5.07605475
hsa_circ_0011062	4.620366875	4.837322125	5.517748625	4.680945	5.300387125	5.096421625	5.10093875	5.242580875
hsa_circ_0011083	5.465743875	5.172530375	5.28341825	4.99663625	9.37984375	5.583361375	5.817746125	6.1160741875
hsa_circ_0011084	5.510388125	5.849222	6.2269945	6.0089925	6.73118475	5.777194625	5.459118625	5.677890375
hsa_circ_0011126	5.02927475	5.3460485	5.260651625	5.45552775	5.031627875	5.05236575	5.141269625	5.015857125
hsa_circ_0011129	8.865872	9.365331125	9.85905525	9.353901375	10.2518943125	8.697022625	9.131295	9.04182575
hsa_circ_0011153	7.05114375	6.5994665	7.2384455	7.441111125	8.163594875	7.5875845	7.245659625	7.90295425
hsa_circ_0011162	8.051164125	8.676217625	7.6824038125	7.57413875	7.45414275	8.373645625	8.1521795	7.1532635
hsa_circ_0011164	5.653514125	5.955791	6.718530875	6.9780103125	6.329805625	5.438980625	5.80721775	6.76065725
hsa_circ_0011167	7.625792125	7.14667025	6.799771125	5.48380275	8.13513275	7.290841875	7.2194235	8.070364125
hsa_circ_0011205	7.248971	8.109843375	9.13002975	8.581294875	7.9166615	6.707576125	7.150240125	7.370758625
hsa_circ_0011206	6.805303625	7.309691375	7.3168555625	7.468865375	7.40170325	7.6151008125	6.899195625	7.030017125
hsa_circ_0011222	7.183711125	7.309691375	6.8065765	7.07561575	9.52668375	8.11718275	7.629021625	9.105698125
hsa_circ_0011228	7.09289975	7.1934389375	6.298561375	5.726412	9.204061625	8.029456375	7.4264610625	9.034343875
hsa_circ_0011265	5.141269625	5.172530375	4.925032875	5.055471625	5.347336875	5.409946625	4.9873205	5.533038375
hsa_circ_0011267	8.277405375	8.9531835	8.8642515	9.521309875	9.806329875	7.627837	8.315166	7.919031125
hsa_circ_0011286	10.495229625	12.02219125	12.42865675	11.73981525	8.5767463125	8.2744173125	10.7903213125	8.723450375
hsa_circ_0011290	5.02927475	4.904625	5.20031725	4.87596375	6.846742875	4.804653875	4.9231405	4.705945625
hsa_circ_0011297	5.630902875	5.533038375	5.878179375	5.59102225	5.488781875	5.7195405	5.709699875	5.874561375
hsa_circ_0011299	6.39867525	6.999447125	7.245491375	6.59218175	6.834353625	6.0464019375	6.085011125	6.291563
hsa_circ_0011333	11.7266865	9.727166	10.82311125	11.405492	8.61082025	12.25727325	11.344367375	11.38225925
hsa_circ_0011381	5.972380375	6.3258034375	6.7670084375	6.207251375	7.3241318125	6.066334125	6.437786	6.866365875
hsa_circ_0011399	6.899195625	7.289497375	5.903580875	5.66356075	5.633850125	5.744235375	6.4857685	5.519450625
hsa_circ_0011413	5.798781875	6.256469375	6.14222175	6.76267075	5.469816375	5.3861676875	5.80721775	5.550673375
hsa_circ_0011445	5.421172875	5.260651625	5.391105875	5.45552775	6.220820375	5.76994775	5.7203285	6.023899875
hsa_circ_0011448	5.74338675	5.296056125	5.3675705	4.99663625	6.366855125	5.744235375	5.80721775	6.14222175
hsa_circ_0011449	4.863709875	4.925032875	4.680945	5.319812875	4.8517265	4.968747625	5.056535875	4.705945625
hsa_circ_0011459	9.43302575	9.550866125	8.65915825	6.785290375	8.0353315	9.49944375	10.343941875	8.6491555
hsa_circ_0011474	6.73118475	8.5764625	9.12565425	7.8907305	7.40170325	5.419333875	5.913608875	5.777194625
hsa_circ_0011477	7.20300925	7.741735375	8.848421375	6.91431725	7.60945275	6.6521315	7.5185766875	7.19176525
hsa_circ_0011480	7.2289205	7.309691375	8.8642515	6.9985055	7.639711125	6.5778665	7.456070125	7.127030875
hsa_circ_0011491	10.96082925	11.9877145	11.17243925	12.160964625	7.4965775	7.536248125	9.714895625	7.978853125
hsa_circ_0011511	5.260651625	5.878179375	5.92748525	5.59102225	4.962912	5.0098793125	5.141269625	5.332741125
hsa_circ_0011538	9.984492125	10.963746125	8.9548568125	10.668131625	8.75778525	9.595735	9.296606375	9.73169225
hsa_circ_0011587	4.6830819375	4.804653875	4.941408	5.519450625	5.07130375	5.145464	5.006700875	5.205739375
hsa_circ_0011588	9.50399275	9.4219815	10.013895625	10.080132625	11.76594975	10.967259625	9.4413	11.73981525
hsa_circ_0011654	6.263234	6.004907625	5.977425625	5.875558375	8.720118	7.09044	6.414240625	8.947492375
hsa_circ_0011712	5.55911525	5.955791	6.07571875	5.66356075	5.757048375	5.630902875	5.576320625	5.519450625
hsa_circ_0011717	6.899195625	8.7427885	11.286362	6.6879655625	7.51228575	5.59102225	7.074156125	5.677890375
hsa_circ_0011725	6.787994625	6.63091825	6.07571875	5.350009375	6.4853545	7.518278625	7.66720025	6.8523463125
hsa_circ_0011772	6.263234	6.432009625	6.351252375	6.180627375	7.71913475	6.692566625	6.8480415	7.75917325
hsa_circ_0011849	5.510388125	6.04215775	5.80812675	6.82488525	5.20451875	5.145464	5.374170875	5.165331375
hsa_circ_0011862	7.374185125	6.04215775	7.1938405625	7.143731375	7.84700175	7.5121926875	8.6406308125	7.610185625
hsa_circ_0011863	5.972380375	5.05236575	5.7316165	5.875558375	6.6193355	6.411859625	6.957553875	6.4613535
hsa_circ_0011876	8.348252875	9.16849325	9.056737	9.4432193125	7.929248875	7.4923305	8.166086875	7.741457375
hsa_circ_0011883	6.3342045	6.6922853125	6.298561375	6.89074075	8.63881825	7.0918320625	6.866365875	8.01092025
hsa_circ_0011885	5.709699875	5.296056125	5.391105875	4.804653875	6.153914125	5.977425625	5.459118625	5.849222
hsa_circ_0011898	5.904149375	5.92748525	5.7316165	5.726412	6.852559	6.11424225	6.32623675	6.59523175
hsa_circ_0011914	5.3265740625	4.9873205	4.8943265	5.59102225	5.655946	5.409946625	5.16653975	5.278732125
hsa_circ_0011933	5.39552525	5.849222	5.438980625	5.28341825	5.80812675	5.630902875	5.7203285	5.392528
hsa_circ_0011947	7.05114375	7.309691375	7.33828875	7.90295425	8.30910225	7.34396	7.374185125	8.6011435625
hsa_circ_0011977	10.727396125	12.345667875	12.33533575	12.182701	9.8803215	9.143645125	10.686383125	10.31130075
hsa_circ_0012103	9.64278425	10.63778725	11.078137875	10.79208025	12.07219875	8.52252475	9.8888455625	10.48405875
hsa_circ_0012123	7.126207875	7.70342825	7.106471375	8.567471875	6.14222175	6.197975625	6.972544375	6.14222175
hsa_circ_0012125	6.192779875	7.259870375	7.877275375	7.110173625	6.351252375	5.75327275	6.258808625	6.1490945
hsa_circ_0012133	4.97603575	4.6333855	4.79543675	5.1852795	5.281302375	5.59102225	4.9873205	5.278732125
hsa_circ_0012172	6.772923125	7.49168825	7.445165625	7.720686625	8.747354125	6.238303375	6.54406475	7.007567375
hsa_circ_0012173	6.999996875	7.818545	8.1678385	8.174010125	8.9630878125	6.512422375	6.933964625	7.49432725
hsa_circ_0012187	6.9050824375	7.007567375	7.206292625	6.438572875	6.5900031875	6.696582375	7.34535675	6.675712
hsa_circ_0012287	7.521444125	8.204956125	8.735902	9.0777465	7.9166615	7.0081495	7.349131125	7.445466875
hsa_circ_0012299	6.0319645	6.390572125	6.8065765	6.347737375	6.02564675	5.874561375	5.838677875	5.874561375
hsa_circ_0012346	9.07716575	10.306824	9.725062375	10.324645375	7.67061725	7.26996925	8.420980375	7.465059625
hsa_circ_0012384	7.55239725	8.846264	7.596141375	8.331094875	8.756506625	6.30494425	6.414240625	7.701274375
hsa_circ_0012389	6.3764735	6.77903725	6.82326075	7.6992554375	8.009647	7.2509126875	6.9780103125	7.9702831875
hsa_circ_0012448	10.0755253125	10.525410375	9.342639875	8.092325625	10.444985625	9.961008875	10.112344375	10.8590625
hsa_circ_0012451	10.217339875	10.54412175	9.511166875	8.567471875	10.793217375	10.228467625	10.239369125	11.217140375
hsa_circ_0012494	7.84761325	6.5994665	7.206292625	6.5387745	8.386090625	9.750719	9.438537625	9.684049375
hsa_circ_0012592	8.5449825625	9.668262375	10.1416245	10.0177153125	9.043263875	8.051409625	8.55114025	8.59200025
hsa_circ_0012593	5.465743875	5.777194625	5.517748625	5.942823	5.300387125	5.145464	5.300387125	5.165331375
hsa_circ_0012599	5.59514875	6.118568	5.903580875	5.1852795	5.80812675	5.69586025	5.8486155	5.66356075
hsa_circ_0012610	6.9050824375	6.70732925	6.5266895	7.110173625	6.662219625	7.637408875	7.313055	7.5264363125
hsa_circ_0012657	5.39552525	5.726412	6.34445625	5.8048270625	5.20451875	5.438980625	5.55911525	5.544669875
hsa_circ_0012722	12.01589825	11.429266125	10.8759593125	12.096937375	7.884019375	10.8993559375	10.87535375	10.641249125
hsa_circ_0012732	6.4537401875	5.0772313125	5.49621025	5.726412	6.170047625	6.73118475	5.530581375	6.95615925
hsa_circ_0012733	5.67142425	6.1890275	4.8943265	6.4860225	6.71935275	6.1254341875	5.141269625	6.844186125
hsa_circ_0012761	5.972380375	6.390572125	6.41084725	6.9985055	8.13513275	6.2560975625	6.5516365	7.572175125
hsa_circ_0012787	6.192779875	5.704788375	5.95131375	5.28341825	7.789904875	7.771429	6.6587743125	7.641658625
hsa_circ_0012818	6.718530875	7.724622375	7.798337375	7.685854875	7.4921510625	6.423232875	6.4058175	7.307496375
hsa_circ_0012823	5.848009	5.0116405	5.860262625	4.968747625	5.655946	7.309691375	6.000693625	7.67261125
hsa_circ_0012824	9.561322375	9.268144	8.47571875	6.91431725	8.893732375	9.488562875	9.1087221875	9.7263885
hsa_circ_0012856	6.174310375	5.3460485	5.841866375	7.07561575	8.032793625	6.93883625	6.178187125	7.547649375
hsa_circ_0012871	6.750271875	6.5778665	6.21549275	6.82488525	9.0296614375	7.183231125	6.71721475	8.9170155
hsa_circ_0012872	5.709699875	5.260651625	5.220671125	5.319812875	9.0370111875	6.8452154375	5.931905125	8.584038
hsa_circ_0012889	5.848009	5.653514125	5.693257375	6.07688025	8.08701675	6.63091825	6.5516365	8.8479123125
hsa_circ_0012964	8.8766405	8.22111375	8.7595269375	7.21058525	9.231898625	9.392099625	8.295381125	8.7319081875
hsa_circ_0012969	6.39867525	6.390572125	6.298561375	6.5130465	9.709853875	6.712098	6.1289071875	8.377735
hsa_circ_0012989	10.02408025	10.828418625	10.053469375	9.73534925	7.70993725	9.93851525	10.105168	9.0699781875
hsa_circ_0013054	4.97603575	4.837322125	4.754253875	4.8306925	7.462620875	5.5501891875	5.300387125	6.066334125
hsa_circ_0013055	6.93883625	7.410162625	7.3168555625	5.59102225	5.358128375	6.5266895	6.899195625	5.92295325
hsa_circ_0013058	6.153914125	6.220820375	5.7636153125	5.904149375	4.661523375	5.122697125	5.322172125	4.854303
hsa_circ_0013071	7.292240875	9.19923375	7.143731375	8.54244775	4.934941125	4.804653875	6.14222175	4.751146125
hsa_circ_0013093	6.92352775	6.804466625	6.885406375	7.6486528125	8.708520875	8.2386865625	6.75336875	8.6208100625
hsa_circ_0013128	6.5438901875	7.7771129375	5.517748625	8.3647185625	6.675712	5.903580875	5.968751625	6.1160741875
hsa_circ_0013141	8.6544465	9.21095875	10.082866	9.738208875	10.4895075	7.917504625	8.347906125	8.90273475
hsa_circ_0013162	8.89494325	8.041139625	8.703023375	9.375878375	7.110173625	8.90556525	9.2494695	7.68752725
hsa_circ_0013177	10.0838945625	10.667367375	11.422568625	10.696359625	10.482867	9.4003844375	9.8256361875	10.087559625
hsa_circ_0013187	6.174310375	6.8480415	5.782313	8.0698136875	8.25860325	6.005260875	6.00984275	7.46039225
hsa_circ_0013190	6.362065	7.1093300625	6.8065765	7.242752125	7.40170325	6.1254341875	6.4058175	7.260037
hsa_circ_0013298	7.84290275	6.909406875	7.4961495625	6.91431725	8.5444409375	7.7959025	7.0320051875	8.441215875
hsa_circ_0013338	9.453723625	8.58497975	8.651837875	6.96207775	9.391838875	9.6386190625	10.0682598125	10.535323625
hsa_circ_0013433	6.999996875	7.289497375	7.6147605	7.322086125	6.30494425	6.411859625	6.42571775	6.0553224375
hsa_circ_0013452	6.779896125	5.878179375	6.127173	6.347737375	5.8587829375	6.610252	6.4613535	5.73351
hsa_circ_0013480	6.174310375	7.14667025	5.841866375	5.38846975	9.46173575	6.061666	6.42571775	7.6151008125
hsa_circ_0013533	10.022770875	9.4359555	8.713564	8.289471125	8.1953548125	9.75477975	10.15581975	8.66288175
hsa_circ_0013552	6.263234	6.3258034375	6.20382	7.12836425	6.07571875	5.630902875	5.860262625	5.64838075
hsa_circ_0013573	6.1160741875	5.37663575	6.04215775	6.563729375	7.898299625	7.068859	5.860262625	8.473259625
